"X","DISTRICT_NUMBER","DISTRICT","CAMPUS_NUMBER","CAMPUS","REGION","COUNTY","SCHOOL_TYPE","GRADES_SERVED","CHARTER","URBANICITY","NUMBER_OF_STUDENTS","OVERALL_RATING","OVERALL_SCORE","X._ECONOMICALLY_DISADVANTAGED","X._EB.EL_STUDENTS","FREE_LUNCH_QUALIFIED_COUNT","REDUCED.PRICE_LUNCH_QUALIFIED_COUNT","RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE","RACE_ASIAN","RACE_BLACK_OR_AFRICAN_AMERICAN","RACE_HISPANIC.LATINO","RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER","RACE_TWO_OR_MORE_RACES","RACE_WHITE","TEACHERS_COUNT","LAT","LONG","MEDIAN_HOUSEHOLD_INCOME_AREA","ST_SCHID"
10491,220905,"FORT WORTH ISD",220905001,"CARTER-RIVERSIDE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1048,"F","57",0.917,0.436,922,39,0,32,102,1828,0,26,108,63.31,32.78102,-97.29877,NA,"TX-220905-220905001"
10492,220905,"FORT WORTH ISD",220905002,"ARLINGTON HEIGHTS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1932,"F","58",0.688,0.215,1250,82,6,48,890,2008,2,94,820,121.6,32.73304,-97.38564,NA,"TX-220905-220905002"
10493,220905,"FORT WORTH ISD",220905003,"SOUTH HILLS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",1879,"D","69",0.904,0.467,1642,57,2,26,294,3268,0,24,146,113.3,NA,NA,NA,"TX-220905-220905003"
10494,220905,"FORT WORTH ISD",220905004,"DIAMOND HILL-JARVIS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",997,"D","65",0.946,0.558,902,41,2,6,50,1886,0,6,44,65.1,32.80796,-97.33766,NA,"TX-220905-220905004"
10495,220905,"FORT WORTH ISD",220905005,"DUNBAR H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",852,"F","58",0.946,0.242,798,20,6,4,1072,594,4,26,22,55.4,32.72034,-97.23178,NA,"TX-220905-220905005"
10496,220905,"FORT WORTH ISD",220905006,"EASTERN HILLS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1192,"D","62",0.919,0.233,1078,20,4,34,1178,996,8,74,94,71.23,32.74752,-97.23334,NA,"TX-220905-220905006"
10497,220905,"FORT WORTH ISD",220905008,"NORTH SIDE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1719,"F","52",0.942,0.465,1559,62,2,22,108,3220,2,16,72,114.49,32.78431,-97.37168,NA,"TX-220905-220905008"
10498,220905,"FORT WORTH ISD",220905009,"POLYTECHNIC H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1277,"D","67",0.945,0.552,1170,37,6,16,432,2052,0,12,36,79.73,32.73163,-97.2871,NA,"TX-220905-220905009"
10499,220905,"FORT WORTH ISD",220905010,"PASCHAL H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",2139,"C","77",0.638,0.23,1257,109,12,94,262,2780,2,62,1070,131.6,32.70778,-97.35115,NA,"TX-220905-220905010"
10500,220905,"FORT WORTH ISD",220905011,"TRIMBLE TECHNICAL H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1698,"C","78",0.912,0.448,1483,66,4,24,450,2856,0,14,50,110.54,32.73735,-97.33514,NA,"TX-220905-220905011"
10501,220905,"FORT WORTH ISD",220905014,"SOUTHWEST H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1284,"F","57",0.861,0.228,1071,35,4,66,980,1206,4,62,248,90.47,32.65113,-97.38022,NA,"TX-220905-220905014"
10503,220905,"FORT WORTH ISD",220905015,"WESTERN HILLS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Suburban",929,"D","67",0.87,0.245,780,28,0,24,690,894,2,46,202,69.9,32.71828,-97.45598,NA,"TX-220905-220905015"
10504,220905,"FORT WORTH ISD",220905016,"O D WYATT H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",1500,"F","56",0.935,0.445,1362,40,0,122,1078,1658,4,34,104,91.41,32.68445,-97.29546,NA,"TX-220905-220905016"
10505,220905,"FORT WORTH ISD",220905019,"METRO OPPORTUNITY","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","Urban",113,"Not Rated",".",0.982,0.292,104,7,0,2,114,100,0,2,8,12.64,32.78026,-97.34715,NA,"TX-220905-220905019"
10506,220905,"FORT WORTH ISD",220905021,"SUCCESS H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","Urban",452,"D","69",0.847,0.666,382,6,0,40,196,590,2,2,92,16.79,32.7372,-97.3366,NA,"TX-220905-220905021"
10507,220905,"FORT WORTH ISD",220905024,"DETENT CTR","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","Urban",108,"Not Rated",".",0.648,0.028,NA,NA,0,0,114,54,0,4,44,6,32.79626,-97.30703,NA,"TX-220905-220905024"
10508,220905,"FORT WORTH ISD",220905026,"JO KELLY SP ED","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","EE - 12","No","Urban",46,"Not Rated",".",0.804,0.043,37,0,0,0,24,54,0,0,14,13.53,32.76077,-97.37112,NA,"TX-220905-220905026"
10509,220905,"FORT WORTH ISD",220905035,"TRANSITION CTR","REGION 11: FORT WORTH","TARRANT","High School","12 - 12","No","Urban",96,"Not Rated",".",0.708,0.031,67,1,0,8,34,118,0,0,32,9.58,32.73742,-97.3969,NA,"TX-220905-220905035"
10510,220905,"FORT WORTH ISD",220905040,"JUVENILE JUSTICE ALTERNATIVE ED PROGRAM","REGION 11: FORT WORTH","TARRANT","High School","07 - 12","No","",28,"Not Rated",".",0.786,0.393,NA,NA,0,0,18,34,0,0,6,5.29,NA,NA,NA,"TX-220905-220905040"
10511,220905,"FORT WORTH ISD",220905042,"DAGGETT MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",353,"F","51",0.921,0.547,316,9,2,10,118,538,0,6,32,27.33,32.7189,-97.33627,NA,"TX-220905-220905042"
10512,220905,"FORT WORTH ISD",220905043,"WEDGWOOD 6TH GR SCH","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 06","No","Urban",309,"F","55",0.903,0.317,271,8,0,12,224,322,0,30,30,19.22,32.67601,-97.38631,NA,"TX-220905-220905043"
10513,220905,"FORT WORTH ISD",220905044,"ELDER MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",826,"F","59",0.923,0.569,730,32,0,6,30,1576,0,10,30,53.96,32.78284,-97.35641,NA,"TX-220905-220905044"
10514,220905,"FORT WORTH ISD",220905045,"FOREST OAK MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",779,"D","69",0.953,0.512,719,23,2,32,462,978,0,20,64,51.8,32.68772,-97.27893,NA,"TX-220905-220905045"
10515,220905,"FORT WORTH ISD",220905048,"JAMES MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",748,"F","55",0.971,0.703,707,19,2,8,182,1270,0,8,30,49.61,32.73376,-97.28479,NA,"TX-220905-220905048"
10516,220905,"FORT WORTH ISD",220905049,"KIRKPATRICK MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",472,"C","70",0.972,0.627,439,20,0,14,54,838,4,2,32,33.28,32.80296,-97.35951,NA,"TX-220905-220905049"
10517,220905,"FORT WORTH ISD",220905050,"MCLEAN MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",948,"C","76",0.632,0.3,537,62,4,24,94,1174,2,44,554,55.5,32.69409,-97.36511,NA,"TX-220905-220905050"
10518,220905,"FORT WORTH ISD",220905051,"MEACHAM MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",697,"F","59",0.921,0.601,618,24,4,0,60,1284,0,2,44,44.66,32.80876,-97.3341,NA,"TX-220905-220905051"
10519,220905,"FORT WORTH ISD",220905052,"MEADOWBROOK MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",759,"F","52",0.938,0.418,690,22,8,6,528,902,6,16,52,44.66,32.7486,-97.26002,NA,"TX-220905-220905052"
10520,220905,"FORT WORTH ISD",220905053,"MONNIG MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",554,"F","58",0.839,0.226,446,19,0,20,416,438,0,48,186,40.4,32.73003,-97.42795,NA,"TX-220905-220905053"
10521,220905,"FORT WORTH ISD",220905054,"MORNINGSIDE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",484,"F","48",0.95,0.465,449,11,0,24,356,546,0,6,36,34.1,32.71201,-97.31228,NA,"TX-220905-220905054"
10522,220905,"FORT WORTH ISD",220905055,"APPLIED LEARNING ACAD","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",350,"B","81",0.623,0.209,193,25,4,10,136,368,0,14,168,27.49,32.71949,-97.43866,NA,"TX-220905-220905055"
10523,220905,"FORT WORTH ISD",220905056,"RIVERSIDE MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",802,"D","63",0.925,0.628,708,34,0,22,84,1422,0,18,58,49.56,32.78186,-97.29924,NA,"TX-220905-220905056"
10525,220905,"FORT WORTH ISD",220905057,"ROSEMONT MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",1165,"D","62",0.954,0.621,1066,45,2,48,102,2076,0,22,80,75.35,32.68464,-97.34185,NA,"TX-220905-220905057"
10526,220905,"FORT WORTH ISD",220905058,"STRIPLING MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",548,"C","75",0.662,0.248,349,15,10,10,154,652,0,32,240,37.4,32.73994,-97.37846,NA,"TX-220905-220905058"
10527,220905,"FORT WORTH ISD",220905059,"PHALEN LEADERSHIP ACADEMY AT JAMES MARTIN JACQUET","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","",569,"F","54",0.97,0.383,535,17,4,2,578,488,8,28,30,40.53,NA,NA,NA,"TX-220905-220905059"
10528,220905,"FORT WORTH ISD",220905060,"WEDGWOOD MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","07 - 08","No","Urban",662,"F","53",0.894,0.311,582,10,2,34,462,682,2,36,106,43.17,32.65991,-97.37878,NA,"TX-220905-220905060"
10529,220905,"FORT WORTH ISD",220905061,"LEONARD MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","Urban",695,"F","59",0.915,0.286,616,20,4,8,524,676,0,42,136,46.29,32.71782,-97.47057,NA,"TX-220905-220905061"
10530,220905,"FORT WORTH ISD",220905062,"INT'L NEWCOMER ACAD","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 09","No","Urban",414,"F","49",0.913,0.942,343,35,6,92,74,556,0,2,98,23.2,32.71949,-97.43866,NA,"TX-220905-220905062"
10531,220905,"FORT WORTH ISD",220905064,"LEADERSHIP ACADEMY AT FOREST OAK 6TH GRADE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 06","No","",314,"F","59",0.962,0.532,293,9,0,12,218,374,0,2,22,26.74,NA,NA,NA,"TX-220905-220905064"
10532,220905,"FORT WORTH ISD",220905066,"WILLOUGHBY HOUSE","REGION 11: FORT WORTH","TARRANT","High School","09 - 11","No","Urban",10,"Not Rated",".",0.5,0,NA,NA,0,0,6,12,0,0,2,1,32.72543,-97.45503,NA,"TX-220905-220905066"
10533,220905,"FORT WORTH ISD",220905069,"MCLEAN 6TH GRADE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 06","No","Urban",413,"C","79",0.62,0.315,226,30,0,10,54,520,0,20,224,25.31,32.69614,-97.36285,NA,"TX-220905-220905069"
10534,220905,"FORT WORTH ISD",220905070,"JEAN MCCLUNG MIDDLE","REGION 11: FORT WORTH","TARRANT","Middle School","06 - 08","No","",708,"D","61",0.904,0.244,627,13,4,28,770,520,0,58,36,48.9,NA,NA,NA,"TX-220905-220905070"
10535,220905,"FORT WORTH ISD",220905071,"BENBROOK MIDDLE/HIGH SCHOOL","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","",1486,"C","72",0.498,0.107,680,61,12,44,218,1134,2,90,1474,101,NA,NA,NA,"TX-220905-220905071"
10536,220905,"FORT WORTH ISD",220905081,"YOUNG WOMEN'S LEADERSHIP ACADEMY","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","",455,"A","95",0.677,0.24,293,15,0,30,170,554,2,22,132,33.48,NA,NA,NA,"TX-220905-220905081"
10537,220905,"FORT WORTH ISD",220905082,"TEXAS ACADEMY OF BIOMEDICAL","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",359,"A","97",0.719,0.253,248,10,0,22,118,506,0,6,66,21.21,NA,NA,NA,"TX-220905-220905082"
10538,220905,"FORT WORTH ISD",220905083,"YOUNG MEN'S LEADERSHIP ACADEMY","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","",377,"B","88",0.772,0.268,276,15,0,16,336,334,2,22,44,37.1,NA,NA,NA,"TX-220905-220905083"
10539,220905,"FORT WORTH ISD",220905084,"WORLD LANGUAGES INSTITUTE","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","06 - 12","No","",549,"A","91",0.832,0.534,380,77,0,2,30,988,4,8,66,36.86,NA,NA,NA,"TX-220905-220905084"
10540,220905,"FORT WORTH ISD",220905085,"MARINE CREEK COLLEGIATE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",351,"A","96",0.843,0.285,286,10,0,12,48,592,0,4,46,17,NA,NA,NA,"TX-220905-220905085"
10541,220905,"FORT WORTH ISD",220905086,"TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",343,"A","96",0.741,0.294,244,10,0,22,142,490,0,8,24,17.61,NA,NA,NA,"TX-220905-220905086"
10542,220905,"FORT WORTH ISD",220905087,"IM TERRELL ACADEMY FOR STEM AND VPA","REGION 11: FORT WORTH","TARRANT","High School","09 - 12","No","",485,"A","91",0.565,0.095,237,37,4,32,200,422,0,26,286,37.19,NA,NA,NA,"TX-220905-220905087"
10543,220905,"FORT WORTH ISD",220905101,"ALICE CARLSON APPLIED LRN CTR","REGION 11: FORT WORTH","TARRANT","Elementary","KG - 05","No","Urban",362,"C","79",0.301,0.05,97,12,0,2,58,218,2,34,410,24,32.71188,-97.36437,NA,"TX-220905-220905101"
10544,220905,"FORT WORTH ISD",220905103,"BENBROOK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",445,"B","88",0.58,0.063,228,32,2,14,66,300,0,46,466,33,32.67905,-97.4572,NA,"TX-220905-220905103"
10546,220905,"FORT WORTH ISD",220905104,"BOULEVARD HEIGHTS","REGION 11: FORT WORTH","TARRANT","Elem/Secondary","01 - 12","No","Urban",31,"B","87",0.806,0,24,1,0,0,16,26,0,0,20,9.72,32.73742,-97.3969,NA,"TX-220905-220905104"
10547,220905,"FORT WORTH ISD",220905105,"WEST HANDLEY EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",392,"F","47",0.972,0.536,366,16,2,6,164,572,0,14,32,26.95,32.74008,-97.22659,NA,"TX-220905-220905105"
10548,220905,"FORT WORTH ISD",220905107,"BURTON HILL EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Suburban",357,"C","77",0.557,0.095,168,31,2,8,62,364,0,34,246,31.51,32.75413,-97.4059,NA,"TX-220905-220905107"
10549,220905,"FORT WORTH ISD",220905110,"CARROLL PEAK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",459,"C","78",0.967,0.545,426,18,6,66,232,592,0,2,20,31.01,32.72462,-97.31224,NA,"TX-220905-220905110"
10550,220905,"FORT WORTH ISD",220905111,"CARTER PARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",478,"F","55",0.946,0.682,437,15,2,6,110,786,0,14,38,28.77,32.68362,-97.31281,NA,"TX-220905-220905111"
10551,220905,"FORT WORTH ISD",220905114,"MANUEL JARA EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",579,"D","67",0.927,0.565,520,18,2,4,18,1106,0,0,30,39.01,32.78368,-97.3576,NA,"TX-220905-220905114"
10552,220905,"FORT WORTH ISD",220905115,"GEORGE CLARKE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",399,"D","64",0.905,0.386,348,13,0,16,12,754,0,0,18,26.87,32.7026,-97.33739,NA,"TX-220905-220905115"
10553,220905,"FORT WORTH ISD",220905116,"LILY B CLAYTON EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",471,"B","81",0.471,0.159,196,26,0,18,64,432,0,18,414,31.76,32.72583,-97.34702,NA,"TX-220905-220905116"
10554,220905,"FORT WORTH ISD",220905117,"COMO EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",410,"C","79",0.924,0.327,368,12,2,26,408,346,0,16,24,36,32.72201,-97.40791,NA,"TX-220905-220905117"
10555,220905,"FORT WORTH ISD",220905118,"HAZEL HARVEY PEACE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","",409,"F","46",0.905,0.127,354,16,0,34,454,216,0,42,74,24.74,NA,NA,NA,"TX-220905-220905118"
10556,220905,"FORT WORTH ISD",220905119,"DAGGETT EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",540,"D","61",0.837,0.478,432,22,2,14,100,886,0,22,64,38.12,32.71672,-97.33418,NA,"TX-220905-220905119"
10557,220905,"FORT WORTH ISD",220905120,"RUFINO MENDOZA SR EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",335,"D","69",0.907,0.504,285,20,0,2,6,648,0,0,18,20.98,32.77328,-97.35408,NA,"TX-220905-220905120"
10558,220905,"FORT WORTH ISD",220905121,"DE ZAVALA EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",265,"A","92",0.815,0.343,209,7,2,16,106,336,0,14,58,22.51,32.72783,-97.33442,NA,"TX-220905-220905121"
10561,220905,"FORT WORTH ISD",220905122,"DIAMOND HILL EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",476,"D","67",0.941,0.601,424,25,0,4,10,922,0,4,14,35.01,32.79864,-97.33117,NA,"TX-220905-220905122"
10562,220905,"FORT WORTH ISD",220905123,"S S DILLOW EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",395,"C","74",0.972,0.61,372,15,2,0,118,660,0,10,6,26.74,32.72324,-97.26602,NA,"TX-220905-220905123"
10563,220905,"FORT WORTH ISD",220905124,"MAUDE I LOGAN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",309,"B","87",0.942,0.34,286,5,0,0,228,356,2,14,18,28,32.7227,-97.24273,NA,"TX-220905-220905124"
10564,220905,"FORT WORTH ISD",220905125,"EASTERN HILLS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",472,"F","56",0.922,0.36,424,11,0,16,408,454,2,20,44,30.3,32.74802,-97.23018,NA,"TX-220905-220905125"
10565,220905,"FORT WORTH ISD",220905126,"EAST HANDLEY EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",323,"F","59",0.947,0.492,298,8,2,14,166,432,0,12,20,24.82,32.74088,-97.20694,NA,"TX-220905-220905126"
10566,220905,"FORT WORTH ISD",220905127,"CHRISTENE C MOSS EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","",289,"C","73",0.99,0.356,279,8,4,0,262,292,0,10,14,25.99,NA,NA,NA,"TX-220905-220905127"
10567,220905,"FORT WORTH ISD",220905129,"JOHN T WHITE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","",446,"D","67",0.951,0.15,415,10,4,4,636,208,0,24,20,36,NA,NA,NA,"TX-220905-220905129"
10568,220905,"FORT WORTH ISD",220905130,"HARLEAN BEAL EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Suburban",319,"C","75",0.94,0.47,297,6,0,8,180,434,0,8,14,20.81,32.67688,-97.27484,NA,"TX-220905-220905130"
10569,220905,"FORT WORTH ISD",220905132,"GLEN PARK EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",445,"C","72",0.969,0.638,404,27,0,6,58,794,0,8,24,28.8,32.68802,-97.2713,NA,"TX-220905-220905132"
10570,220905,"FORT WORTH ISD",220905133,"W M GREEN EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",564,"F","49",0.957,0.502,525,15,0,40,274,756,0,16,42,27.81,32.68134,-97.25515,NA,"TX-220905-220905133"
10571,220905,"FORT WORTH ISD",220905134,"GREENBRIAR EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",424,"F","59",0.903,0.517,359,25,2,0,90,698,0,12,50,33.96,32.66435,-97.34377,NA,"TX-220905-220905134"
10572,220905,"FORT WORTH ISD",220905135,"VAN ZANDT-GUINN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",338,"F","57",0.97,0.269,316,12,4,2,322,300,0,22,26,24,32.73928,-97.31814,NA,"TX-220905-220905135"
10573,220905,"FORT WORTH ISD",220905137,"HUBBARD EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",522,"D","65",0.939,0.657,476,14,2,0,8,1010,0,0,24,33.68,32.67894,-97.33929,NA,"TX-220905-220905137"
10576,220905,"FORT WORTH ISD",220905138,"HELBING EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",388,"C","72",0.928,0.57,335,27,2,0,8,760,0,0,10,29,32.80728,-97.34257,NA,"TX-220905-220905138"
10577,220905,"FORT WORTH ISD",220905139,"KIRKPATRICK EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",312,"F","57",0.987,0.663,298,10,2,24,112,442,0,6,38,22,32.80339,-97.36088,NA,"TX-220905-220905139"
10578,220905,"FORT WORTH ISD",220905141,"MEADOWBROOK EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",484,"B","80",0.944,0.521,430,27,0,2,108,786,0,18,56,32.65,27.71882,-97.36728,NA,"TX-220905-220905141"
10581,220905,"FORT WORTH ISD",220905143,"MCRAE EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",562,"F","59",0.964,0.653,520,22,2,2,72,1036,0,4,10,35.94,32.72343,-97.27756,NA,"TX-220905-220905143"
10582,220905,"FORT WORTH ISD",220905144,"MITCHELL BOULEVARD EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",367,"C","77",0.967,0.302,347,8,0,4,410,298,0,8,16,31.04,32.70997,-97.2836,NA,"TX-220905-220905144"
10583,220905,"FORT WORTH ISD",220905146,"MOORE M H EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",475,"D","64",0.947,0.52,427,24,4,2,18,904,0,8,16,32.66,32.8107,-97.3331,NA,"TX-220905-220905146"
10584,220905,"FORT WORTH ISD",220905147,"MORNINGSIDE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",374,"D","66",0.979,0.481,355,12,0,4,218,502,0,10,20,30,25.90329,-97.44585,NA,"TX-220905-220905147"
10587,220905,"FORT WORTH ISD",220905148,"CHARLES NASH EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",222,"D","61",0.896,0.221,197,3,4,0,128,276,0,14,24,15,32.76201,-97.32851,NA,"TX-220905-220905148"
10588,220905,"FORT WORTH ISD",220905149,"NORTH HI MOUNT EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",369,"D","68",0.553,0.136,188,17,0,10,98,394,0,32,208,26,32.75174,-97.3733,NA,"TX-220905-220905149"
10589,220905,"FORT WORTH ISD",220905150,"OAKHURST EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",477,"C","76",0.895,0.631,402,25,0,6,22,892,0,10,28,31,32.78094,-97.30683,NA,"TX-220905-220905150"
10590,220905,"FORT WORTH ISD",220905151,"NATHA HOWELL EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Suburban",338,"C","71",0.926,0.577,294,21,0,2,36,604,0,12,26,22,32.78073,-97.28669,NA,"TX-220905-220905151"
10591,220905,"FORT WORTH ISD",220905152,"OAKLAWN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",455,"F","55",0.958,0.635,415,21,0,2,106,776,0,4,24,25.18,32.70254,-97.27931,NA,"TX-220905-220905152"
10592,220905,"FORT WORTH ISD",220905153,"A M PATE EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",356,"D","66",0.992,0.404,343,10,0,2,440,232,4,16,18,28,32.70728,-97.25199,NA,"TX-220905-220905153"
10593,220905,"FORT WORTH ISD",220905154,"M L PHILLIPS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",403,"D","65",0.901,0.238,351,14,2,2,256,414,2,34,102,31,32.73187,-97.42723,NA,"TX-220905-220905154"
10594,220905,"FORT WORTH ISD",220905156,"RIDGLEA HILLS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",694,"C","73",0.556,0.069,345,42,2,30,334,392,0,66,566,41.97,32.70564,-97.42659,NA,"TX-220905-220905156"
10595,220905,"FORT WORTH ISD",220905157,"LUELLA MERRETT EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",469,"D","64",0.928,0.501,419,16,0,4,68,746,0,28,94,31.81,32.71429,-97.44197,NA,"TX-220905-220905157"
10596,220905,"FORT WORTH ISD",220905159,"VERSIA WILLIAMS EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",309,"F","57",0.939,0.557,281,9,0,0,52,548,0,2,16,23.71,32.75808,-97.30588,NA,"TX-220905-220905159"
10597,220905,"FORT WORTH ISD",220905160,"MAUDRIE WALTON EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",288,"C","71",0.927,0.229,261,7,0,0,360,188,0,10,20,25.77,32.72194,-97.23049,NA,"TX-220905-220905160"
10598,220905,"FORT WORTH ISD",220905161,"SAM ROSEN EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",399,"F","58",0.945,0.524,352,26,0,0,10,772,0,4,14,32.34,32.79268,-97.36872,NA,"TX-220905-220905161"
10599,220905,"FORT WORTH ISD",220905162,"SAGAMORE HILL EL","REGION 11: FORT WORTH","TARRANT","Elementary","EE - 05","No","Urban",406,"F","55",0.943,0.643,354,29,0,2,70,710,0,6,24,27.92,32.73668,-97.25569,NA,"TX-220905-220905162"
10600,220905,"FORT WORTH ISD",220905163,"BRUCE SHULKEY EL","REGION 11: FORT WORTH","TARRANT","Elementary","PK - 05","No","Urban",399,"F","57",0.81,0.208,313,10,2,34,220,324,4,42,172,26.76,32.66523,-97.38366,NA,"TX-220905-220905163"
