"X","DISTRICT_NUMBER","DISTRICT","CAMPUS_NUMBER","CAMPUS","REGION","COUNTY","SCHOOL_TYPE","GRADES_SERVED","CHARTER","URBANICITY","NUMBER_OF_STUDENTS","OVERALL_RATING","OVERALL_SCORE","X._ECONOMICALLY_DISADVANTAGED","X._EB.EL_STUDENTS","FREE_LUNCH_QUALIFIED_COUNT","REDUCED.PRICE_LUNCH_QUALIFIED_COUNT","RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE","RACE_ASIAN","RACE_BLACK_OR_AFRICAN_AMERICAN","RACE_HISPANIC.LATINO","RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER","RACE_TWO_OR_MORE_RACES","RACE_WHITE","TEACHERS_COUNT","LAT","LONG","MEDIAN_HOUSEHOLD_INCOME_AREA","ST_SCHID"
3550,59901,"HEREFORD ISD",59901102,"BLUEBONNET EL","REGION 16: AMARILLO","DEAF SMITH","Elementary","KG - 05","No","Rural",404,"D","69",0.896,0.361,354,8,2,2,10,764,0,4,26,23.56,34.83896,-102.40247,NA,"TX-059901-059901102"
3552,59901,"HEREFORD ISD",59901103,"WEST CENTRAL EL","REGION 16: AMARILLO","DEAF SMITH","Elementary","KG - 05","No","Rural",361,"C","79",0.864,0.335,306,6,0,0,0,680,0,2,40,21.56,34.81787,-102.42047,48373,"TX-059901-059901103"
3553,59901,"HEREFORD ISD",59901104,"NORTHWEST EL","REGION 16: AMARILLO","DEAF SMITH","Elementary","KG - 05","No","Rural",456,"D","68",0.807,0.3,356,12,4,0,12,796,0,10,90,26.61,31.72117,-99.00513,NA,"TX-059901-059901104"
3556,59901,"HEREFORD ISD",59901107,"TIERRA BLANCA EARLY CHILDHOOD CENTER","REGION 16: AMARILLO","DEAF SMITH","Elementary","EE - PK","No","",272,"B","89",0.974,0.32,263,7,0,2,0,532,0,2,22,17,NA,NA,NA,"TX-059901-059901107"
3557,59902,"WALCOTT ISD",59902101,"WALCOTT EL","REGION 16: AMARILLO","DEAF SMITH","Elementary","PK - 06","No","Rural",148,"B","86",0.574,0.095,70,15,0,0,0,246,0,2,48,8.88,34.9087,-102.5176,53333,"TX-059902-059902101"
3558,60902,"COOPER ISD",60902001,"COOPER H S","REGION 08: MT PLEASANT","DELTA","High School","09 - 12","No","Urban",242,"B","89",0.562,0.021,136,0,2,0,44,74,0,28,336,28.1,32.40802,-99.74892,NA,"TX-060902-060902001"
3560,60902,"COOPER ISD",60902041,"COOPER J H","REGION 08: MT PLEASANT","DELTA","Middle School","06 - 08","No","Rural",179,"B","84",0.581,0.028,104,0,10,0,26,46,0,20,256,14.04,33.37138,-95.69028,NA,"TX-060902-060902041"
3561,60902,"COOPER ISD",60902101,"COOPER EL","REGION 08: MT PLEASANT","DELTA","Elementary","EE - 05","No","Rural",464,"C","73",0.75,0.058,348,0,8,6,66,184,0,42,628,28.76,33.37138,-95.69028,NA,"TX-060902-060902101"
3563,60914,"FANNINDEL ISD",60914001,"FANNINDEL H S","REGION 08: MT PLEASANT","DELTA","Elem/Secondary","06 - 12","No","Rural",64,"C","77",0.844,0.031,51,3,2,0,56,12,0,12,46,10.48,33.42522,-95.95261,83795,"TX-060914-060914001"
3564,60914,"FANNINDEL ISD",60914102,"FANNINDEL EL","REGION 08: MT PLEASANT","DELTA","Elementary","PK - 05","No","Rural",83,"F","41",0.952,0.145,79,0,2,2,64,20,0,12,66,9.5,33.42518,-95.95065,83795,"TX-060914-060914102"
3565,61802,"NORTH TEXAS COLLEGIATE ACADEMY",61802003,"NORTH TEXAS COLLEGIATE ACADEMY-SOUTH CAMPUS","REGION 11: FORT WORTH","DENTON","Elementary","PK - 08","Yes","",277,"D","69",1,0.783,260,17,0,0,48,478,0,6,22,15.7,NA,NA,NA,"TX-061802-061802003"
3566,61802,"NORTH TEXAS COLLEGIATE ACADEMY",61802004,"NORTH TEXAS COLLEGIATE ACADEMY-NORTH CAMPUS","REGION 11: FORT WORTH","DENTON","Elementary","PK - 08","Yes","",231,"B","85",0.957,0.048,215,6,2,10,158,104,0,22,166,11.81,NA,NA,NA,"TX-061802-061802004"
3567,61802,"NORTH TEXAS COLLEGIATE ACADEMY",61802005,"NORTH TEXAS COLLEGIATE ACADEMY-EAST CAMPUS","REGION 11: FORT WORTH","DENTON","Elementary","PK - 08","Yes","",253,"D","68",0.925,0.229,230,4,0,20,126,230,0,26,104,16.58,NA,NA,NA,"TX-061802-061802005"
3568,61804,"LEADERSHIP PREP SCHOOL",61804001,"LEADERSHIP PREP SCHOOL","REGION 10: RICHARDSON","DENTON","Elementary","KG - 04","Yes","",500,"A","91",0.022,0.106,NA,NA,14,446,142,136,0,50,212,26.59,NA,NA,NA,"TX-061804-061804001"
3569,61804,"LEADERSHIP PREP SCHOOL",61804002,"LEADERSHIP PREP SCHOOL SECONDARY","REGION 10: RICHARDSON","DENTON","Elem/Secondary","05 - 12","Yes","",851,"B","81",0.031,0.058,NA,NA,14,404,254,398,0,70,562,45.91,NA,NA,NA,"TX-061804-061804002"
3570,61805,"TRIVIUM ACADEMY",61805001,"TRIVIUM ACADEMY","REGION 11: FORT WORTH","DENTON","Elem/Secondary","KG - 12","Yes","",621,"A","92",0.037,0.103,NA,NA,0,252,82,274,4,88,542,57.22,NA,NA,NA,"TX-061805-061805001"
3571,61901,"DENTON ISD",61901002,"RYAN H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","Urban",2194,"C","78",0.608,0.216,1115,218,30,80,932,1954,10,120,1262,162.27,33.20878,-97.07684,74396,"TX-061901-061901002"
3572,61901,"DENTON ISD",61901003,"DENTON H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","Urban",2024,"C","79",0.519,0.2,915,136,16,114,542,1688,8,150,1530,140.71,33.22386,-97.14354,76700,"TX-061901-061901003"
3573,61901,"DENTON ISD",61901005,"LESTER DAVIS","REGION 11: FORT WORTH","DENTON","Elem/Secondary","02 - 12","No","",92,"Not Rated",".",0.826,0.196,74,2,6,2,64,60,0,10,42,24.73,NA,NA,NA,"TX-061901-061901005"
3574,61901,"DENTON ISD",61901006,"DENTON CO J J A E P","REGION 11: FORT WORTH","DENTON","High School","08 - 11","No","",6,"Not Rated",".",0.333,0.167,NA,NA,0,0,4,4,0,0,4,NA,NA,NA,NA,"TX-061901-061901006"
3586,61901,"DENTON ISD",61901007,"GUYER H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","",2554,"A","90",0.231,0.096,492,98,32,244,398,1454,6,174,2800,180.06,NA,NA,NA,"TX-061901-061901007"
3587,61901,"DENTON ISD",61901008,"RAY BRASWELL H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","",2765,"B","81",0.429,0.054,988,199,18,174,2210,1274,12,262,1584,177.6,NA,NA,NA,"TX-061901-061901008"
3588,61901,"DENTON ISD",61901009,"THE LAGRONE ACADEMY","REGION 11: FORT WORTH","DENTON","High School","11 - 12","No","",210,"A","95",0.4,0.114,69,15,4,2,68,138,0,4,204,16.09,NA,NA,NA,"TX-061901-061901009"
3589,61901,"DENTON ISD",61901039,"FRED MOORE H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","",58,"A","95",0.552,0.052,24,9,2,0,32,34,0,8,42,8.01,NA,NA,NA,"TX-061901-061901039"
3590,61901,"DENTON ISD",61901040,"JOE DALE SPARKS CAMPUS","REGION 11: FORT WORTH","DENTON","High School","07 - 12","No","",62,"Not Rated",".",0.548,0.129,33,1,2,0,36,36,0,6,44,14.95,NA,NA,NA,"TX-061901-061901040"
3591,61901,"DENTON ISD",61901041,"CROWNOVER MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","",839,"B","89",0.318,0.136,222,45,0,90,158,494,10,84,844,57.55,NA,NA,NA,"TX-061901-061901041"
3592,61901,"DENTON ISD",61901044,"STRICKLAND MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","Urban",940,"C","77",0.671,0.312,527,104,12,30,218,936,6,44,634,70.54,33.24423,-97.12938,76127,"TX-061901-061901044"
3593,61901,"DENTON ISD",61901045,"CALHOUN MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","Urban",757,"C","76",0.69,0.299,455,67,10,40,224,686,0,38,516,58.85,33.21957,-97.13931,76700,"TX-061901-061901045"
3594,61901,"DENTON ISD",61901046,"MCMATH MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","Urban",761,"C","73",0.552,0.235,354,66,2,52,188,586,4,52,638,59.66,33.18924,-97.12727,62950,"TX-061901-061901046"
3595,61901,"DENTON ISD",61901047,"NAVO MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","",1051,"B","81",0.474,0.085,427,71,8,74,856,530,4,140,490,71.65,NA,NA,NA,"TX-061901-061901047"
3596,61901,"DENTON ISD",61901048,"HARPOOL MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","",820,"A","93",0.146,0.045,102,18,4,100,100,282,0,48,1106,60.19,NA,NA,NA,"TX-061901-061901048"
3597,61901,"DENTON ISD",61901049,"BETTYE MYERS MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","",821,"C","73",0.625,0.261,444,69,0,36,460,646,4,64,432,64.08,NA,NA,NA,"TX-061901-061901049"
3598,61901,"DENTON ISD",61901050,"RODRIGUEZ MIDDLE","REGION 11: FORT WORTH","DENTON","Middle School","06 - 08","No","",973,"C","72",0.513,0.09,430,69,4,60,818,450,0,100,514,72.94,NA,NA,NA,"TX-061901-061901050"
3599,61901,"DENTON ISD",61901100,"DENTON K-8 VIRTUAL ACADEMY","REGION 11: FORT WORTH","DENTON","Elementary","KG - 08","No","",121,"B","87",0.347,0.05,39,3,2,18,36,64,0,24,98,14.9,NA,NA,NA,"TX-061901-061901100"
3600,61901,"DENTON ISD",61901102,"HOUSTON EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","Urban",500,"B","88",0.416,0.132,172,36,0,94,158,248,4,48,452,41.43,30.19941,-97.75481,NA,"TX-061901-061901102"
3612,61901,"DENTON ISD",61901104,"ALICE MOORE ALEXANDER","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",597,"D","62",0.73,0.429,379,58,0,6,162,798,2,40,190,46.88,NA,NA,NA,"TX-061901-061901104"
3613,61901,"DENTON ISD",61901105,"HODGE EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Urban",633,"C","72",0.803,0.515,457,51,0,12,88,940,2,14,212,55.23,33.24997,-97.0914,82083,"TX-061901-061901105"
3614,61901,"DENTON ISD",61901106,"MCNAIR EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Suburban",559,"B","84",0.571,0.284,275,44,2,24,92,520,0,32,452,44.69,33.14646,-97.12355,77627,"TX-061901-061901106"
3615,61901,"DENTON ISD",61901107,"NEWTON RAYZOR EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",639,"B","80",0.573,0.266,311,55,0,44,98,534,0,68,538,50.03,NA,NA,NA,"TX-061901-061901107"
3616,61901,"DENTON ISD",61901108,"RIVERA EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Urban",641,"D","67",0.892,0.296,516,56,6,8,370,626,0,64,210,52.03,33.20842,-97.11669,67906,"TX-061901-061901108"
3618,61901,"DENTON ISD",61901109,"NETTE SHULTZ","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",688,"B","87",0.458,0.163,263,52,2,20,114,488,0,90,666,50.71,NA,NA,NA,"TX-061901-061901109"
3619,61901,"DENTON ISD",61901110,"GINNINGS EL","REGION 11: FORT WORTH","DENTON","Elementary","KG - 05","No","Urban",617,"F","56",0.775,0.35,407,71,2,14,190,726,2,30,270,46.84,33.25165,-97.11991,76127,"TX-061901-061901110"
3620,61901,"DENTON ISD",61901111,"BORMAN EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Urban",428,"D","69",0.813,0.451,312,36,0,26,80,544,2,26,180,40.78,33.19006,-97.14461,55102,"TX-061901-061901111"
3621,61901,"DENTON ISD",61901112,"EVERS PARK EL","REGION 11: FORT WORTH","DENTON","Elementary","KG - 05","No","Urban",656,"D","69",0.704,0.207,404,59,6,28,320,530,2,70,362,47.79,33.2467,-97.13486,73519,"TX-061901-061901112"
3622,61901,"DENTON ISD",61901113,"RYAN EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Urban",607,"B","89",0.41,0.283,215,34,0,72,88,490,2,32,540,42.52,29.79653,-95.35261,NA,"TX-061901-061901113"
3624,61901,"DENTON ISD",61901114,"THE ANN WINDLE SCHOOL FOR YOUNG CHILDREN","REGION 11: FORT WORTH","DENTON","Elementary","EE - PK","No","",292,"C","72",0.935,0.38,263,13,2,16,182,284,0,34,100,20,NA,NA,NA,"TX-061901-061901114"
3625,61901,"DENTON ISD",61901115,"EP RAYZOR EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",321,"A","90",0.072,0.04,16,7,0,38,26,78,0,34,468,28.59,NA,NA,NA,"TX-061901-061901115"
3626,61901,"DENTON ISD",61901116,"PECAN CREEK EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",669,"B","81",0.435,0.299,251,40,0,96,148,552,0,46,500,50.56,NA,NA,NA,"TX-061901-061901116"
3627,61901,"DENTON ISD",61901117,"PROVIDENCE EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Rural",654,"D","61",0.532,0.081,305,43,0,64,520,274,0,80,372,47.87,33.2252,-96.9647,103094,"TX-061901-061901117"
3628,61901,"DENTON ISD",61901118,"HAWK EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","",634,"A","92",0.215,0.074,110,26,2,106,74,288,2,62,736,45.76,NA,NA,NA,"TX-061901-061901118"
3629,61901,"DENTON ISD",61901119,"SAVANNAH EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Suburban",739,"C","70",0.356,0.05,234,29,10,84,412,302,0,138,534,48.9,33.2034,-97.0643,74396,"TX-061901-061901119"
3630,61901,"DENTON ISD",61901120,"PALOMA CREEK EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",615,"D","64",0.571,0.107,296,55,0,76,548,236,2,64,306,42.09,NA,NA,NA,"TX-061901-061901120"
3631,61901,"DENTON ISD",61901121,"NELSON EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","Urban",516,"B","88",0.424,0.132,189,31,6,46,120,348,2,76,442,41.03,29.44739,-98.52765,50516,"TX-061901-061901121"
3632,61901,"DENTON ISD",61901122,"BLANTON EL","REGION 11: FORT WORTH","DENTON","Elementary","PK - 05","No","Urban",528,"A","92",0.08,0.055,40,2,0,56,46,172,4,50,732,37.09,32.71443,-97.09962,NA,"TX-061901-061901122"
3635,61901,"DENTON ISD",61901123,"STEPHENS EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",459,"C","71",0.601,0.068,261,15,10,48,352,170,0,46,302,37.07,NA,NA,NA,"TX-061901-061901123"
3636,61901,"DENTON ISD",61901124,"EMILIO & GUADALUPE GONZALEZ PRE-K CENTER","REGION 11: FORT WORTH","DENTON","Elementary","EE - PK","No","",249,"B","87",0.815,0.39,175,28,0,20,108,270,0,16,84,21,NA,NA,NA,"TX-061901-061901124"
3637,61901,"DENTON ISD",61901125,"CROSS OAKS EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",698,"D","69",0.509,0.126,310,45,8,44,428,430,6,98,384,47.03,NA,NA,NA,"TX-061901-061901125"
3638,61901,"DENTON ISD",61901126,"DOROTHY P ADKINS EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",443,"A","91",0.129,0.117,45,12,6,72,38,176,2,34,568,34.22,NA,NA,NA,"TX-061901-061901126"
3639,61901,"DENTON ISD",61901127,"CATHERINE BELL EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",645,"D","67",0.522,0.078,301,36,8,68,626,244,0,60,294,50.44,NA,NA,NA,"TX-061901-061901127"
3640,61901,"DENTON ISD",61901128,"UNION PARK EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",687,"B","88",0.357,0.178,209,36,4,132,462,348,16,66,362,47.19,NA,NA,NA,"TX-061901-061901128"
3641,61901,"DENTON ISD",61901129,"SANDBROCK RANCH EL","REGION 11: FORT WORTH","DENTON","Elementary","EE - 05","No","",678,"C","78",0.358,0.145,194,49,6,66,388,392,0,122,386,43.76,NA,NA,NA,"TX-061901-061901129"
3642,61902,"LEWISVILLE ISD",61902001,"LEWISVILLE H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","Suburban",4240,"D","66",0.674,0.349,2455,404,38,514,1756,4848,4,244,1076,291.27,33.042,-97.02028,63896,"TX-061902-061902001"
3643,61902,"LEWISVILLE ISD",61902002,"MARCUS H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","Suburban",3005,"A","90",0.111,0.044,263,71,26,562,262,1092,6,236,3826,200.32,33.06337,-97.06187,160000,"TX-061902-061902002"
3644,61902,"LEWISVILLE ISD",61902004,"THE COLONY H S","REGION 11: FORT WORTH","DENTON","High School","09 - 12","No","Suburban",1895,"B","80",0.449,0.139,704,147,18,280,598,1468,2,186,1238,139.61,33.0722,-96.88654,117739,"TX-061902-061902004"
