,Unnamed: 0,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID,AVG_TEACHER_SALARY
9287,9287,175903,CORSICANA ISD,175903103.0,FANNIN EL,REGION 12: WACO,NAVARRO,Elementary,KG - 04,No,Rural,399,C,73,0.837,0.276,323.0,11.0,0.0,2.0,144.0,412.0,38.0,34.0,168.0,33.81,32.11976,-96.47968,,TX-175903-175903103,55409.0
9288,9288,175903,CORSICANA ISD,175903103.0,FANNIN EL,REGION 12: WACO,NAVARRO,Elementary,KG - 04,No,Urban,399,C,73,0.837,0.276,323.0,11.0,0.0,2.0,144.0,412.0,38.0,34.0,168.0,33.81,31.91879,-106.41806,,TX-175903-175903103,55409.0
9289,9289,175903,CORSICANA ISD,175903103.0,FANNIN EL,REGION 12: WACO,NAVARRO,Elementary,KG - 04,No,Suburban,399,C,73,0.837,0.276,323.0,11.0,0.0,2.0,144.0,412.0,38.0,34.0,168.0,33.81,32.75185,-96.96335,,TX-175903-175903103,55409.0
9290,9290,175903,CORSICANA ISD,175903103.0,FANNIN EL,REGION 12: WACO,NAVARRO,Elementary,KG - 04,No,Urban,399,C,73,0.837,0.276,323.0,11.0,0.0,2.0,144.0,412.0,38.0,34.0,168.0,33.81,31.47676,-100.47109,,TX-175903-175903103,55409.0
9291,9291,175903,CORSICANA ISD,175903103.0,FANNIN EL,REGION 12: WACO,NAVARRO,Elementary,KG - 04,No,Urban,399,C,73,0.837,0.276,323.0,11.0,0.0,2.0,144.0,412.0,38.0,34.0,168.0,33.81,33.92496,-98.49761,,TX-175903-175903103,55409.0
9292,9292,175903,CORSICANA ISD,175903105.0,SAM HOUSTON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,,439,B,87,0.843,0.506,340.0,30.0,0.0,6.0,22.0,710.0,0.0,12.0,128.0,28.14,,,,TX-175903-175903105,55409.0
9293,9293,175903,CORSICANA ISD,175903105.0,SAM HOUSTON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,Urban,439,B,87,0.843,0.506,340.0,30.0,0.0,6.0,22.0,710.0,0.0,12.0,128.0,28.14,32.80913,-96.8135,,TX-175903-175903105,55409.0
9294,9294,175903,CORSICANA ISD,175903105.0,SAM HOUSTON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,Urban,439,B,87,0.843,0.506,340.0,30.0,0.0,6.0,22.0,710.0,0.0,12.0,128.0,28.14,31.87804,-102.38048,,TX-175903-175903105,55409.0
9295,9295,175903,CORSICANA ISD,175903105.0,SAM HOUSTON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,Suburban,439,B,87,0.843,0.506,340.0,30.0,0.0,6.0,22.0,710.0,0.0,12.0,128.0,28.14,32.74808,-97.02409,,TX-175903-175903105,55409.0
9296,9296,175903,CORSICANA ISD,175903107.0,CARROLL EL,REGION 12: WACO,NAVARRO,Elementary,EE - 04,No,Rural,497,D,64,0.964,0.31,469.0,12.0,4.0,4.0,288.0,536.0,8.0,50.0,114.0,32.07,32.09159,-96.45027,,TX-175903-175903107,55409.0
9297,9297,175904,DAWSON ISD,175904001.0,DAWSON H S,REGION 12: WACO,NAVARRO,High School,07 - 12,No,Rural,265,B,89,0.649,0.072,158.0,14.0,8.0,0.0,42.0,158.0,0.0,16.0,306.0,24.35,31.8952,-96.7119,,TX-175904-175904001,53058.0
9298,9298,175904,DAWSON ISD,175904101.0,DAWSON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 06,No,Urban,280,B,86,0.804,0.107,191.0,34.0,10.0,6.0,40.0,158.0,0.0,20.0,328.0,18.63,30.23535,-97.764,,TX-175904-175904101,53058.0
9299,9299,175904,DAWSON ISD,175904101.0,DAWSON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 06,No,Urban,280,B,86,0.804,0.107,191.0,34.0,10.0,6.0,40.0,158.0,0.0,20.0,328.0,18.63,27.69014,-97.40339,,TX-175904-175904101,53058.0
9300,9300,175904,DAWSON ISD,175904101.0,DAWSON EL,REGION 12: WACO,NAVARRO,Elementary,PK - 06,No,Rural,280,B,86,0.804,0.107,191.0,34.0,10.0,6.0,40.0,158.0,0.0,20.0,328.0,18.63,31.8952,-96.7119,,TX-175904-175904101,53058.0
9301,9301,175905,FROST ISD,175905001.0,FROST H S,REGION 12: WACO,NAVARRO,Elem/Secondary,06 - 12,No,Rural,240,C,75,0.471,0.163,102.0,11.0,0.0,0.0,10.0,174.0,0.0,10.0,286.0,22.05,32.08149,-96.81378,,TX-175905-175905001,52955.0
9302,9302,175905,FROST ISD,175905002.0,NAVARRO COUNTY AEP/ABC,REGION 12: WACO,NAVARRO,High School,07 - 11,No,Rural,3,Not Rated,.,1.0,0.333,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,,32.0994,-96.4673,,TX-175905-175905002,52955.0
9303,9303,175905,FROST ISD,175905101.0,FROST EL,REGION 12: WACO,NAVARRO,Elementary,PK - 05,No,Rural,214,D,62,0.659,0.196,124.0,17.0,0.0,0.0,8.0,190.0,0.0,14.0,218.0,16.9,32.08149,-96.81378,,TX-175905-175905101,52955.0
9304,9304,175905,FROST ISD,175905101.0,FROST EL,REGION 12: WACO,NAVARRO,Elementary,PK - 05,No,Rural,214,D,62,0.659,0.196,124.0,17.0,0.0,0.0,8.0,190.0,0.0,14.0,218.0,16.9,30.66844,-97.68802,,TX-175905-175905101,52955.0
9305,9305,175905,FROST ISD,175905101.0,FROST EL,REGION 12: WACO,NAVARRO,Elementary,PK - 05,No,Urban,214,D,62,0.659,0.196,124.0,17.0,0.0,0.0,8.0,190.0,0.0,14.0,218.0,16.9,29.63709,-95.33655,,TX-175905-175905101,52955.0
9306,9306,175907,KERENS ISD,175907001.0,KERENS SCHOOL,REGION 12: WACO,NAVARRO,Elem/Secondary,EE - 12,No,Rural,570,B,87,0.761,0.098,418.0,16.0,0.0,4.0,202.0,372.0,8.0,76.0,478.0,54.8,32.12439,-96.22749,,TX-175907-175907001,53860.0
9307,9307,175910,MILDRED ISD,175910001.0,MILDRED H S,REGION 12: WACO,NAVARRO,Elem/Secondary,06 - 12,No,Rural,468,B,82,0.47,0.056,192.0,28.0,2.0,6.0,22.0,208.0,0.0,26.0,672.0,35.9,32.03459,-96.37457,,TX-175910-175910001,55037.0
9308,9308,175910,MILDRED ISD,175910101.0,MILDRED EL,REGION 12: WACO,NAVARRO,Elementary,KG - 05,No,Rural,378,B,81,0.558,0.042,186.0,27.0,2.0,10.0,8.0,168.0,4.0,32.0,536.0,24.75,32.03459,-96.37457,,TX-175910-175910101,55037.0
9309,9309,175911,RICE ISD,175911001.0,RICE H S,REGION 12: WACO,NAVARRO,High School,09 - 12,No,Rural,307,A,90,0.687,0.215,203.0,8.0,0.0,0.0,16.0,436.0,0.0,12.0,150.0,27.43,32.25001,-96.5006,,TX-175911-175911001,50311.0
9310,9310,175911,RICE ISD,175911001.0,RICE H S,REGION 12: WACO,NAVARRO,High School,09 - 12,No,Rural,307,A,90,0.687,0.215,203.0,8.0,0.0,0.0,16.0,436.0,0.0,12.0,150.0,27.43,29.5711,-96.4538,,TX-175911-175911001,50311.0
9311,9311,175911,RICE ISD,175911042.0,RICE INTERMEDIATE/MIDDLE SCHOOL,REGION 12: WACO,NAVARRO,Middle School,05 - 08,No,,322,B,82,0.78,0.255,241.0,10.0,0.0,0.0,14.0,474.0,2.0,12.0,142.0,20.69,,,,TX-175911-175911042,50311.0
9312,9312,175911,RICE ISD,175911101.0,RICE EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,Rural,405,B,80,0.79,0.257,312.0,10.0,2.0,0.0,12.0,620.0,0.0,14.0,166.0,24.81,32.1892,-96.4714,,TX-175911-175911101,50311.0
9313,9313,175911,RICE ISD,175911101.0,RICE EL,REGION 12: WACO,NAVARRO,Elementary,PK - 04,No,Urban,405,B,80,0.79,0.257,312.0,10.0,2.0,0.0,12.0,620.0,0.0,14.0,166.0,24.81,32.2923,-95.30736,,TX-175911-175911101,50311.0
9314,9314,176901,BURKEVILLE ISD,176901001.0,BURKEVILLE SCHOOL,REGION 05: BEAUMONT,NEWTON,Elem/Secondary,EE - 12,No,,229,D,63,0.86,0.0,197.0,0.0,0.0,0.0,112.0,26.0,0.0,8.0,312.0,21.55,,,,TX-176901-176901001,55186.0
9315,9315,176902,NEWTON ISD,176902002.0,NEWTON H S,REGION 05: BEAUMONT,NEWTON,High School,09 - 12,No,Rural,255,C,76,0.686,0.0,175.0,0.0,0.0,4.0,180.0,24.0,0.0,24.0,278.0,31.26,30.848,-93.757,,TX-176902-176902002,45621.0
9316,9316,176902,NEWTON ISD,176902041.0,NEWTON MIDDLE,REGION 05: BEAUMONT,NEWTON,Middle School,05 - 08,No,Rural,333,D,61,0.793,0.003,264.0,0.0,2.0,2.0,242.0,28.0,0.0,26.0,366.0,27.33,30.848,-93.757,,TX-176902-176902041,45621.0
9317,9317,176902,NEWTON ISD,176902104.0,NEWTON EL,REGION 05: BEAUMONT,NEWTON,Elementary,EE - 04,No,Rural,378,B,84,0.823,0.003,311.0,0.0,0.0,2.0,222.0,24.0,0.0,58.0,454.0,32.57,30.84563,-93.75782,,TX-176902-176902104,45621.0
9318,9318,176903,DEWEYVILLE ISD,176903001.0,DEWEYVILLE H S,REGION 05: BEAUMONT,NEWTON,Elem/Secondary,06 - 12,No,Rural,280,C,79,0.536,0.0,150.0,0.0,6.0,0.0,10.0,40.0,0.0,10.0,494.0,30.44,30.3103,-93.8095,,TX-176903-176903001,52872.0
9319,9319,176903,DEWEYVILLE ISD,176903101.0,DEWEYVILLE EL,REGION 05: BEAUMONT,NEWTON,Elementary,EE - 05,No,Rural,268,D,68,0.653,0.011,173.0,2.0,0.0,0.0,6.0,26.0,0.0,8.0,496.0,22.37,30.3103,-93.8095,,TX-176903-176903101,52872.0
9320,9320,177901,ROSCOE COLLEGIATE ISD,177901001.0,ROSCOE COLLEGIATE H S,REGION 14: ABILENE,NOLAN,Elem/Secondary,06 - 12,No,,315,B,84,0.419,0.105,120.0,12.0,0.0,2.0,20.0,328.0,0.0,10.0,270.0,28.82,,,,TX-177901-177901001,50037.0
9321,9321,177901,ROSCOE COLLEGIATE ISD,177901101.0,ROSCOE EL,REGION 14: ABILENE,NOLAN,Elementary,01 - 05,No,Rural,203,F,48,0.576,0.108,104.0,13.0,0.0,0.0,14.0,252.0,0.0,4.0,136.0,16.36,32.43792,-100.54065,,TX-177901-177901101,50037.0
9322,9322,177901,ROSCOE COLLEGIATE ISD,177901102.0,ROSCOE COLLEGIATE MONTESSORI EARLY CHILDHOOD,REGION 14: ABILENE,NOLAN,Elementary,PK - KG,No,,92,F,48,0.62,0.141,47.0,10.0,0.0,0.0,4.0,132.0,0.0,0.0,48.0,4.63,,,,TX-177901-177901102,50037.0
9323,9323,177901,ROSCOE COLLEGIATE ISD,177901104.0,LONE STAR ONLINE ACADEMY,REGION 14: ABILENE,NOLAN,Elementary,KG - 07,No,,5581,F,59,0.672,0.073,,,88.0,470.0,2710.0,4966.0,22.0,442.0,2464.0,,,,,TX-177901-177901104,50037.0
9324,9324,177902,SWEETWATER ISD,177902001.0,SWEETWATER H S,REGION 14: ABILENE,NOLAN,High School,09 - 12,No,Rural,545,C,79,0.639,0.046,336.0,12.0,0.0,14.0,66.0,604.0,0.0,34.0,372.0,47.69,32.47952,-100.40425,,TX-177902-177902001,53993.0
9325,9325,177902,SWEETWATER ISD,177902041.0,SWEETWATER MIDDLE,REGION 14: ABILENE,NOLAN,Middle School,06 - 08,No,Rural,431,D,66,0.666,0.023,278.0,9.0,0.0,4.0,44.0,448.0,0.0,24.0,342.0,36.19,32.4675,-100.4046,,TX-177902-177902041,53993.0
9326,9326,177902,SWEETWATER ISD,177902101.0,SOUTHEAST EARLY CHILDHOOD CENTER,REGION 14: ABILENE,NOLAN,Elementary,EE - EE,No,,72,Not Rated,.,1.0,0.0,72.0,0.0,0.0,0.0,18.0,102.0,0.0,4.0,24.0,,,,,TX-177902-177902101,53993.0
9327,9327,177902,SWEETWATER ISD,177902102.0,EAST RIDGE EL,REGION 14: ABILENE,NOLAN,Elementary,01 - 02,No,Rural,238,D,69,0.773,0.013,177.0,7.0,4.0,4.0,16.0,250.0,0.0,16.0,186.0,18.54,32.48203,-100.39044,,TX-177902-177902102,53993.0
9328,9328,177902,SWEETWATER ISD,177902104.0,SWEETWATER INT,REGION 14: ABILENE,NOLAN,Elementary,03 - 05,No,,389,D,69,0.751,0.036,284.0,8.0,0.0,4.0,52.0,424.0,0.0,28.0,270.0,31.17,,,,TX-177902-177902104,53993.0
9329,9329,177902,SWEETWATER ISD,177902105.0,SOUTHEAST EL,REGION 14: ABILENE,NOLAN,Elementary,PK - KG,No,Rural,265,D,69,0.868,0.045,226.0,4.0,2.0,4.0,38.0,294.0,0.0,16.0,176.0,17.0,32.45945,-100.39107,,TX-177902-177902105,53993.0
9330,9330,177903,BLACKWELL CISD,177903001.0,BLACKWELL SCHOOL,REGION 14: ABILENE,NOLAN,Elem/Secondary,PK - 12,No,Rural,151,B,88,0.351,0.02,,,0.0,6.0,0.0,58.0,0.0,4.0,236.0,21.45,32.1228,-100.2979,,TX-177903-177903001,56122.0
9331,9331,177905,HIGHLAND ISD,177905001.0,HIGHLAND SCHOOL,REGION 14: ABILENE,NOLAN,Elem/Secondary,PK - 12,No,Rural,226,A,97,0.248,0.0,46.0,10.0,0.0,0.0,0.0,58.0,0.0,0.0,394.0,23.06,32.33795,-100.50847,,TX-177905-177905001,50233.0
9332,9332,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,178801001.0,DR M L GARZA-GONZALEZ CHARTER SCHOOL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 08,Yes,,180,D,69,0.956,0.144,170.0,2.0,0.0,2.0,22.0,320.0,0.0,2.0,14.0,12.71,,,,TX-178801-178801001,43504.0
9333,9333,178807,CORPUS CHRISTI MONTESSORI SCHOOL,178807101.0,CORPUS CHRISTI MONTESSORI SCHOOL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,01 - 08,Yes,Urban,138,D,67,0.312,0.043,33.0,10.0,0.0,2.0,10.0,194.0,0.0,26.0,44.0,9.57,27.7656,-97.402,,TX-178807-178807101,46869.0
9334,9334,178808,SEASHORE CHARTER SCHOOLS,178808041.0,SEASHORE MIDDLE ACAD,REGION 02: CORPUS CHRISTI,NUECES,Middle School,05 - 08,Yes,,189,B,85,0.0,0.016,,,2.0,14.0,0.0,62.0,0.0,6.0,294.0,14.37,,,,TX-178808-178808041,42188.0
9335,9335,178808,SEASHORE CHARTER SCHOOLS,178808101.0,SEASHORE LEARNING CENTER,REGION 02: CORPUS CHRISTI,NUECES,Elementary,KG - 04,Yes,,275,B,82,0.0,0.007,,,0.0,6.0,4.0,102.0,0.0,24.0,414.0,20.45,,,,TX-178808-178808101,42188.0
9336,9336,178901,AGUA DULCE ISD,178901001.0,AGUA DULCE H S,REGION 02: CORPUS CHRISTI,NUECES,Elem/Secondary,06 - 12,No,Rural,237,B,87,0.747,0.004,167.0,10.0,0.0,0.0,2.0,338.0,0.0,2.0,132.0,17.25,27.78436,-97.91332,,TX-178901-178901001,58159.0
9337,9337,178901,AGUA DULCE ISD,178901101.0,AGUA DULCE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,,171,D,67,0.789,0.018,122.0,13.0,0.0,0.0,4.0,272.0,0.0,0.0,66.0,11.75,,,,TX-178901-178901101,58159.0
9338,9338,178902,BISHOP CISD,178902001.0,BISHOP H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Rural,515,C,79,0.584,0.023,292.0,11.0,4.0,2.0,4.0,890.0,0.0,10.0,124.0,41.46,27.58037,-97.79198,,TX-178902-178902001,56647.0
9339,9339,178902,BISHOP CISD,178902041.0,LILLION E LUEHRS J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Rural,327,A,91,0.679,0.055,212.0,10.0,0.0,0.0,8.0,576.0,0.0,6.0,64.0,25.51,27.58052,-97.79336,,TX-178902-178902041,56647.0
9340,9340,178902,BISHOP CISD,178902101.0,BISHOP EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,Rural,233,B,85,0.691,0.03,154.0,7.0,2.0,0.0,6.0,392.0,0.0,4.0,62.0,15.47,27.58152,-97.7941,,TX-178902-178902101,56647.0
9341,9341,178902,BISHOP CISD,178902101.0,BISHOP EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,Suburban,233,B,85,0.691,0.03,154.0,7.0,2.0,0.0,6.0,392.0,0.0,4.0,62.0,15.47,32.62865,-97.28723,,TX-178902-178902101,56647.0
9342,9342,178902,BISHOP CISD,178902102.0,BISHOP PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,,234,B,85,0.709,0.038,161.0,6.0,0.0,0.0,4.0,408.0,0.0,4.0,54.0,17.4,,,,TX-178902-178902102,56647.0
9343,9343,178902,BISHOP CISD,178902103.0,PETRONILA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,Suburban,98,A,93,0.673,0.092,65.0,1.0,0.0,0.0,0.0,156.0,0.0,0.0,40.0,8.79,34.10384,-117.76684,,TX-178902-178902103,56647.0
9344,9344,178903,CALALLEN ISD,178903001.0,CALALLEN H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,,1180,B,88,0.511,0.027,532.0,71.0,4.0,18.0,22.0,1560.0,2.0,24.0,730.0,90.49,,,,TX-178903-178903001,56594.0
9345,9345,178903,CALALLEN ISD,178903041.0,CALALLEN MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,,968,B,84,0.532,0.031,461.0,54.0,4.0,16.0,36.0,1244.0,0.0,24.0,612.0,68.58,,,,TX-178903-178903041,56594.0
9346,9346,178903,CALALLEN ISD,178903103.0,CALALLEN WEST INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,,448,B,85,0.413,0.025,167.0,18.0,2.0,0.0,2.0,508.0,0.0,14.0,372.0,29.85,,,,TX-178903-178903103,56594.0
9347,9347,178903,CALALLEN ISD,178903104.0,CALALLEN EAST EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 02,No,,467,C,77,0.747,0.069,319.0,33.0,2.0,0.0,20.0,694.0,4.0,16.0,214.0,35.11,,,,TX-178903-178903104,56594.0
9348,9348,178903,CALALLEN ISD,178903105.0,CALALLEN WOOD RIVER EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,,470,B,85,0.538,0.028,235.0,22.0,2.0,4.0,8.0,562.0,4.0,6.0,372.0,34.72,,,,TX-178903-178903105,56594.0
9349,9349,178903,CALALLEN ISD,178903106.0,WILMA MAGEE INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,03 - 05,No,,401,C,77,0.701,0.062,249.0,32.0,2.0,2.0,10.0,592.0,0.0,8.0,188.0,31.02,,,,TX-178903-178903106,56594.0
9350,9350,178904,CORPUS CHRISTI ISD,178904001.0,CARROLL H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Urban,1851,C,78,0.678,0.045,1212.0,43.0,8.0,32.0,182.0,2974.0,6.0,52.0,448.0,101.6,27.71834,-97.40038,,TX-178904-178904001,56921.0
9351,9351,178904,CORPUS CHRISTI ISD,178904002.0,KING H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Urban,1400,C,77,0.634,0.043,855.0,33.0,4.0,48.0,108.0,2124.0,2.0,30.0,484.0,82.61,27.72059,-97.37117,,TX-178904-178904002,56921.0
9352,9352,178904,CORPUS CHRISTI ISD,178904003.0,ROY MILLER H S AND METRO SCHOOL OF DESIGN,REGION 02: CORPUS CHRISTI,NUECES,High School,07 - 12,No,,1538,B,84,0.885,0.118,1323.0,38.0,6.0,0.0,164.0,2646.0,0.0,18.0,242.0,93.05,,,,TX-178904-178904003,56921.0
9353,9353,178904,CORPUS CHRISTI ISD,178904004.0,MOODY H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Urban,1382,C,79,0.836,0.09,1131.0,25.0,2.0,8.0,80.0,2484.0,6.0,20.0,164.0,85.04,27.74386,-97.43542,,TX-178904-178904004,56921.0
9354,9354,178904,CORPUS CHRISTI ISD,178904004.0,MOODY H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Rural,1382,C,79,0.836,0.09,1131.0,25.0,2.0,8.0,80.0,2484.0,6.0,20.0,164.0,85.04,31.31645,-97.36289,,TX-178904-178904004,56921.0
9355,9355,178904,CORPUS CHRISTI ISD,178904005.0,RAY H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,Urban,1640,B,80,0.694,0.048,1104.0,34.0,8.0,74.0,72.0,2660.0,4.0,30.0,432.0,96.66,27.75173,-97.39356,,TX-178904-178904005,56921.0
9356,9356,178904,CORPUS CHRISTI ISD,178904008.0,COLLEGIATE H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,,398,A,95,0.653,0.045,254.0,6.0,2.0,30.0,12.0,636.0,0.0,4.0,112.0,18.32,,,,TX-178904-178904008,56921.0
9357,9357,178904,CORPUS CHRISTI ISD,178904009.0,COLES H S AND EDUCATIONAL CENTER,REGION 02: CORPUS CHRISTI,NUECES,High School,07 - 12,No,,145,B,88,0.897,0.055,128.0,2.0,0.0,0.0,6.0,264.0,0.0,0.0,20.0,15.66,,,,TX-178904-178904009,56921.0
9358,9358,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Urban,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.78525,-97.39996,,TX-178904-178904012,56921.0
9359,9359,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Urban,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.85767,-97.63342,,TX-178904-178904012,56921.0
9360,9360,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Urban,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.79611,-97.39859,,TX-178904-178904012,56921.0
9361,9361,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Urban,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.6451,-97.29675,,TX-178904-178904012,56921.0
9362,9362,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Rural,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.8301,-97.0617,,TX-178904-178904012,56921.0
9363,9363,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Rural,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.7972,-97.66799,,TX-178904-178904012,56921.0
9364,9364,178904,CORPUS CHRISTI ISD,178904012.0,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,08 - 11,No,Urban,7,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,,27.83061,-97.55548,,TX-178904-178904012,56921.0
9365,9365,178904,CORPUS CHRISTI ISD,178904014.0,HAROLD T BRANCH ACADEMY FOR CAREER & TECHNICAL ED,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,,256,A,97,0.723,0.078,177.0,8.0,2.0,14.0,10.0,424.0,0.0,4.0,58.0,12.47,,,,TX-178904-178904014,56921.0
9366,9366,178904,CORPUS CHRISTI ISD,178904015.0,VETERANS MEMORIAL H S,REGION 02: CORPUS CHRISTI,NUECES,High School,09 - 12,No,,1949,B,89,0.357,0.018,667.0,28.0,6.0,236.0,140.0,2538.0,14.0,68.0,896.0,109.24,,,,TX-178904-178904015,56921.0
9367,9367,178904,CORPUS CHRISTI ISD,178904041.0,BAKER MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,880,B,82,0.651,0.067,553.0,20.0,0.0,112.0,48.0,1318.0,2.0,14.0,266.0,51.35,27.74277,-97.39784,,TX-178904-178904041,56921.0
9368,9368,178904,CORPUS CHRISTI ISD,178904043.0,BROWNE MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,577,C,72,0.837,0.064,465.0,18.0,4.0,12.0,52.0,938.0,2.0,18.0,128.0,37.07,27.70791,-97.40063,,TX-178904-178904043,56921.0
9369,9369,178904,CORPUS CHRISTI ISD,178904046.0,CUNNINGHAM MIDDLE AT SOUTH PARK,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,,783,F,59,0.932,0.124,715.0,15.0,0.0,6.0,68.0,1458.0,0.0,6.0,28.0,50.24,,,,TX-178904-178904046,56921.0
9370,9370,178904,CORPUS CHRISTI ISD,178904047.0,DRISCOLL MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,661,F,51,0.949,0.121,618.0,9.0,2.0,4.0,62.0,1160.0,0.0,12.0,82.0,47.59,27.79182,-97.4305,,TX-178904-178904047,56921.0
9371,9371,178904,CORPUS CHRISTI ISD,178904047.0,DRISCOLL MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,661,F,51,0.949,0.121,618.0,9.0,2.0,4.0,62.0,1160.0,0.0,12.0,82.0,47.59,29.59751,-98.42967,,TX-178904-178904047,56921.0
9372,9372,178904,CORPUS CHRISTI ISD,178904048.0,HAAS MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,646,D,69,0.889,0.079,566.0,8.0,0.0,18.0,42.0,1092.0,2.0,12.0,126.0,41.02,27.70159,-97.34924,,TX-178904-178904048,56921.0
9373,9373,178904,CORPUS CHRISTI ISD,178904049.0,HAMLIN MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,06 - 08,No,Urban,481,D,69,0.846,0.069,396.0,11.0,0.0,2.0,18.0,846.0,4.0,10.0,82.0,32.28,27.7383,-97.38364,,TX-178904-178904049,56921.0
