,Unnamed: 0,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID,AVG_TEACHER_SALARY
2217,2217,43910,PLANO ISD,43910126.0,MITCHELL EL,REGION 10: RICHARDSON,COLLIN,Elementary,PK - 05,No,Urban,672,B,81,0.604,0.411,365.0,41.0,6.0,60.0,354.0,664.0,0.0,54.0,210.0,54.73,29.60773,-95.27666,,TX-043910-043910126,60687.0
2218,2218,43910,PLANO ISD,43910126.0,MITCHELL EL,REGION 10: RICHARDSON,COLLIN,Elementary,PK - 05,No,Urban,672,B,81,0.604,0.411,365.0,41.0,6.0,60.0,354.0,664.0,0.0,54.0,210.0,54.73,32.99286,-96.83868,,TX-043910-043910126,60687.0
2219,2219,43910,PLANO ISD,43910127.0,RASOR EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,462,D,69,0.658,0.182,261.0,43.0,4.0,110.0,352.0,212.0,2.0,60.0,184.0,38.0,33.08492,-96.70984,75573.0,TX-043910-043910127,60687.0
2220,2220,43910,PLANO ISD,43910128.0,BETHANY EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,282,B,87,0.238,0.206,63.0,4.0,2.0,126.0,46.0,76.0,2.0,48.0,264.0,26.01,33.08057,-96.74292,148500.0,TX-043910-043910128,60687.0
2221,2221,43910,PLANO ISD,43910129.0,GULLEDGE EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,766,A,93,0.146,0.32,96.0,16.0,16.0,954.0,114.0,152.0,0.0,64.0,234.0,48.91,33.06803,-96.77856,109000.0,TX-043910-043910129,60687.0
2222,2222,43910,PLANO ISD,43910130.0,ROSE HAGGAR EL,REGION 10: RICHARDSON,COLLIN,Elementary,PK - 05,No,Urban,609,C,72,0.448,0.138,244.0,29.0,2.0,144.0,274.0,270.0,0.0,80.0,448.0,46.56,32.99608,-96.80612,80902.0,TX-043910-043910130,60687.0
2223,2223,43910,PLANO ISD,43910131.0,MILLER EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,341,A,90,0.238,0.191,72.0,9.0,0.0,168.0,70.0,88.0,0.0,50.0,310.0,26.38,32.68122,-97.20845,,TX-043910-043910131,60687.0
2224,2224,43910,PLANO ISD,43910131.0,MILLER EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,341,A,90,0.238,0.191,72.0,9.0,0.0,168.0,70.0,88.0,0.0,50.0,310.0,26.38,32.99282,-96.6181,,TX-043910-043910131,60687.0
2225,2225,43910,PLANO ISD,43910132.0,BARKSDALE EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,551,A,93,0.167,0.169,81.0,11.0,6.0,346.0,134.0,162.0,0.0,58.0,396.0,37.55,33.03132,-96.84217,96406.0,TX-043910-043910132,60687.0
2226,2226,43910,PLANO ISD,43910133.0,SKAGGS EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,350,A,96,0.143,0.237,49.0,1.0,0.0,460.0,40.0,40.0,2.0,36.0,122.0,29.52,33.09343,-96.75575,178750.0,TX-043910-043910133,60687.0
2227,2227,43910,PLANO ISD,43910134.0,HAUN EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,600,A,90,0.192,0.253,103.0,12.0,10.0,532.0,120.0,146.0,0.0,80.0,312.0,41.93,33.07885,-96.78567,188393.0,TX-043910-043910134,60687.0
2228,2228,43910,PLANO ISD,43910135.0,MCCALL EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,497,A,90,0.368,0.284,165.0,18.0,4.0,320.0,206.0,150.0,0.0,32.0,282.0,38.37,,,,TX-043910-043910135,60687.0
2229,2229,43910,PLANO ISD,43910136.0,BEVERLY EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Suburban,394,A,95,0.244,0.249,84.0,12.0,2.0,280.0,52.0,112.0,0.0,64.0,280.0,30.32,33.08731,-96.72913,114671.0,TX-043910-043910136,60687.0
2230,2230,43910,PLANO ISD,43910138.0,HIGHTOWER EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,477,A,92,0.22,0.235,93.0,12.0,0.0,274.0,112.0,164.0,0.0,54.0,350.0,36.71,33.03288,-96.78343,82167.0,TX-043910-043910138,60687.0
2231,2231,43910,PLANO ISD,43910139.0,STINSON EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,524,A,90,0.147,0.212,64.0,13.0,6.0,458.0,54.0,110.0,0.0,44.0,376.0,37.64,,,,TX-043910-043910139,60687.0
2232,2232,43910,PLANO ISD,43910140.0,ANDREWS EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Urban,470,A,94,0.121,0.296,56.0,1.0,6.0,552.0,70.0,62.0,0.0,46.0,204.0,34.5,30.31795,-97.68065,,TX-043910-043910140,60687.0
2233,2233,43910,PLANO ISD,43910140.0,ANDREWS EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,Suburban,470,A,94,0.121,0.296,56.0,1.0,6.0,552.0,70.0,62.0,0.0,46.0,204.0,34.5,27.89413,-97.33412,,TX-043910-043910140,60687.0
2234,2234,43910,PLANO ISD,43910141.0,CENTENNIAL EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,499,A,93,0.136,0.186,62.0,6.0,0.0,398.0,110.0,88.0,0.0,50.0,358.0,36.33,,,,TX-043910-043910141,60687.0
2235,2235,43910,PLANO ISD,43910142.0,BOGGESS EL,REGION 10: RICHARDSON,COLLIN,Elementary,PK - 05,No,,518,B,88,0.226,0.22,103.0,14.0,4.0,378.0,64.0,98.0,0.0,96.0,396.0,38.19,,,,TX-043910-043910142,60687.0
2236,2236,43910,PLANO ISD,43910143.0,HICKEY EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,519,B,89,0.36,0.424,170.0,17.0,8.0,364.0,104.0,316.0,0.0,46.0,206.0,43.87,,,,TX-043910-043910143,60687.0
2237,2237,43910,PLANO ISD,43910144.0,WYATT EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,341,A,95,0.079,0.194,27.0,0.0,2.0,378.0,46.0,52.0,0.0,32.0,172.0,28.5,,,,TX-043910-043910144,60687.0
2238,2238,43910,PLANO ISD,43910145.0,MARTHA HUNT EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,576,A,92,0.128,0.156,64.0,10.0,0.0,402.0,88.0,102.0,0.0,56.0,506.0,40.8,,,,TX-043910-043910145,60687.0
2239,2239,43910,PLANO ISD,43910148.0,SCHELL EL,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,470,B,87,0.287,0.304,121.0,14.0,8.0,462.0,112.0,98.0,0.0,32.0,228.0,33.28,,,,TX-043910-043910148,60687.0
2240,2240,43910,PLANO ISD,43910149.0,BARRON EL,REGION 10: RICHARDSON,COLLIN,Elementary,PK - 05,No,Urban,341,C,78,0.859,0.575,257.0,36.0,0.0,28.0,102.0,486.0,0.0,18.0,52.0,38.25,31.93423,-106.40999,72639.0,TX-043910-043910149,60687.0
2241,2241,43910,PLANO ISD,43910160.0,BEATY EARLY CHILDHOOD SCHOOL,REGION 10: RICHARDSON,COLLIN,Elementary,EE - PK,No,Urban,263,B,84,0.407,0.673,104.0,12.0,6.0,210.0,70.0,154.0,0.0,34.0,114.0,24.96,33.02141,-96.77882,73026.0,TX-043910-043910160,60687.0
2242,2242,43910,PLANO ISD,43910161.0,PEARSON EARLY CHILDHOOD,REGION 10: RICHARDSON,COLLIN,Elementary,EE - PK,No,Urban,176,B,84,0.523,0.455,92.0,4.0,2.0,122.0,86.0,72.0,0.0,32.0,146.0,14.86,33.05203,-96.70477,89978.0,TX-043910-043910161,60687.0
2243,2243,43910,PLANO ISD,43910165.0,ISAACS EARLY CHILDHOOD SCHOOL,REGION 10: RICHARDSON,COLLIN,Elementary,EE - PK,No,,267,B,84,0.573,0.614,148.0,9.0,0.0,158.0,58.0,222.0,0.0,16.0,122.0,23.43,,,,TX-043910-043910165,60687.0
2244,2244,43910,PLANO ISD,43910196.0,ALLAN K & CAROLYN H BIRD EDUCATION CENTER,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,,58,A,91,0.19,0.31,9.0,2.0,0.0,74.0,16.0,10.0,0.0,6.0,10.0,6.72,,,,TX-043910-043910196,60687.0
2245,2245,43910,PLANO ISD,43910200.0,HOSPITAL/HOMEBOUND,REGION 10: RICHARDSON,COLLIN,Elem/Secondary,05 - 12,No,Urban,23,Not Rated,.,0.0,0.0,,,0.0,8.0,4.0,6.0,0.0,2.0,26.0,,33.019,-96.74696,79776.0,TX-043910-043910200,60687.0
2246,2246,43910,PLANO ISD,43910213.0,HEAD START,REGION 10: RICHARDSON,COLLIN,Elementary,PK - PK,No,Rural,146,B,84,1.0,0.712,143.0,0.0,2.0,10.0,62.0,180.0,0.0,2.0,36.0,7.92,30.0558,-99.14312,63031.0,TX-043910-043910213,60687.0
2247,2247,43910,PLANO ISD,43910213.0,HEAD START,REGION 10: RICHARDSON,COLLIN,Elementary,PK - PK,No,Urban,146,B,84,1.0,0.712,143.0,0.0,2.0,10.0,62.0,180.0,0.0,2.0,36.0,7.92,33.02332,-96.67663,85469.0,TX-043910-043910213,60687.0
2248,2248,43911,PRINCETON ISD,43911001.0,PRINCETON H S,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,1521,B,81,0.569,0.149,744.0,121.0,14.0,60.0,538.0,1516.0,10.0,96.0,808.0,93.25,33.17361,-96.49081,59538.0,TX-043911-043911001,58939.0
2249,2249,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Suburban,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.10132,-96.66756,98106.0,TX-043911-043911002,58939.0
2250,2250,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Urban,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.19593,-96.61282,59008.0,TX-043911-043911002,58939.0
2251,2251,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.06246,-96.3649,112564.0,TX-043911-043911002,58939.0
2252,2252,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.171,-96.3547,78206.0,TX-043911-043911002,58939.0
2253,2253,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.1537,-96.8238,85398.0,TX-043911-043911002,58939.0
2254,2254,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Urban,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.19593,-96.61282,59008.0,TX-043911-043911002,58939.0
2255,2255,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.17795,-96.49448,60473.0,TX-043911-043911002,58939.0
2256,2256,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Rural,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.2392,-96.7957,181045.0,TX-043911-043911002,58939.0
2257,2257,43911,PRINCETON ISD,43911002.0,COLLIN CO J J A E P,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,Suburban,2,Not Rated,.,1.0,0.5,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,33.0038,-96.5408,129777.0,TX-043911-043911002,58939.0
2258,2258,43911,PRINCETON ISD,43911004.0,LOVELADY H S,REGION 10: RICHARDSON,COLLIN,High School,09 - 09,No,Rural,553,B,86,0.608,0.179,289.0,47.0,0.0,28.0,204.0,510.0,2.0,46.0,316.0,39.61,31.0953,-95.5153,,TX-043911-043911004,58939.0
2259,2259,43911,PRINCETON ISD,43911041.0,CLARK MIDDLE,REGION 10: RICHARDSON,COLLIN,Middle School,06 - 08,No,Urban,707,B,80,0.656,0.286,402.0,62.0,12.0,50.0,194.0,748.0,2.0,44.0,364.0,41.96,27.54721,-99.49934,,TX-043911-043911041,58939.0
2260,2260,43911,PRINCETON ISD,43911042.0,SOUTHARD MIDDLE,REGION 10: RICHARDSON,COLLIN,Middle School,06 - 08,No,,1063,A,90,0.577,0.179,514.0,99.0,8.0,90.0,444.0,800.0,2.0,126.0,656.0,65.7,,,,TX-043911-043911042,58939.0
