DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA
34903,HUGHES SPRINGS ISD,34903041.0,HUGHES SPRINGS J H,REGION 08: MT PLEASANT,CASS,Middle School,06 - 08,No,Rural,276,A,90,0.569,0.051,151.0,6.0,0.0,6.0,40.0,60.0,0.0,22.0,424.0,27.06,33.0011,-94.6282,45598.0
34903,HUGHES SPRINGS ISD,34903101.0,HUGHES SPRINGS EL,REGION 08: MT PLEASANT,CASS,Elementary,EE - 05,No,,535,B,87,0.667,0.064,342.0,15.0,2.0,22.0,158.0,144.0,0.0,22.0,722.0,46.58,,,
34905,LINDEN-KILDARE CISD,34905002.0,LINDEN-KILDARE H S,REGION 08: MT PLEASANT,CASS,High School,09 - 12,No,Rural,187,B,89,0.658,0.037,122.0,1.0,2.0,4.0,42.0,28.0,0.0,30.0,268.0,22.41,33.00414,-94.36332,49141.0
34905,LINDEN-KILDARE CISD,34905041.0,MAE LUSTER STEPHENS J H,REGION 08: MT PLEASANT,CASS,Middle School,06 - 08,No,,133,B,85,0.654,0.098,86.0,1.0,0.0,4.0,30.0,38.0,0.0,14.0,180.0,15.26,,,
34905,LINDEN-KILDARE CISD,34905102.0,LINDEN EL,REGION 08: MT PLEASANT,CASS,Elementary,PK - 05,No,Rural,340,F,58,0.806,0.053,267.0,7.0,6.0,6.0,106.0,60.0,0.0,60.0,442.0,26.9,33.00414,-94.36332,49141.0
34906,MCLEOD ISD,34906001.0,MCLEOD H S,REGION 08: MT PLEASANT,CASS,High School,09 - 12,No,Rural,109,B,84,0.422,0.0,36.0,10.0,2.0,0.0,2.0,2.0,0.0,8.0,204.0,11.05,32.9489,-94.0807,63000.0
34906,MCLEOD ISD,34906041.0,MCLEOD MIDDLE,REGION 08: MT PLEASANT,CASS,Middle School,05 - 08,No,Rural,140,B,80,0.536,0.0,64.0,11.0,2.0,0.0,2.0,6.0,0.0,10.0,260.0,11.22,32.9489,-94.0807,63000.0
34906,MCLEOD ISD,34906101.0,MCLEOD EL,REGION 08: MT PLEASANT,CASS,Elementary,EE - 04,No,Rural,164,B,87,0.713,0.0,101.0,16.0,0.0,0.0,2.0,12.0,0.0,18.0,298.0,13.71,32.9453,-94.0825,63000.0
34907,QUEEN CITY ISD,34907001.0,QUEEN CITY H S,REGION 08: MT PLEASANT,CASS,High School,09 - 12,No,Rural,296,A,92,0.534,0.003,141.0,17.0,6.0,4.0,80.0,18.0,0.0,24.0,460.0,31.51,33.14489,-94.1365,59766.0
34907,QUEEN CITY ISD,34907041.0,MORRIS UPCHURCH MIDDLE,REGION 08: MT PLEASANT,CASS,Middle School,05 - 08,No,Rural,274,C,71,0.606,0.0,144.0,22.0,2.0,0.0,88.0,30.0,0.0,32.0,396.0,27.7,33.14399,-94.13494,59766.0
34907,QUEEN CITY ISD,34907101.0,J K HILEMAN EL,REGION 08: MT PLEASANT,CASS,Elementary,EE - 04,No,Rural,384,B,83,0.758,0.0,263.0,28.0,4.0,0.0,98.0,32.0,6.0,64.0,564.0,34.34,33.14399,-94.13494,59766.0
34909,BLOOMBURG ISD,34909001.0,BLOOMBURG SCHOOL,REGION 08: MT PLEASANT,CASS,Elem/Secondary,PK - 12,No,,256,C,79,0.809,0.023,206.0,1.0,0.0,4.0,14.0,28.0,0.0,8.0,458.0,24.16,,,
35901,DIMMITT ISD,35901001.0,DIMMITT H S,REGION 16: AMARILLO,CASTRO,High School,09 - 12,No,Rural,303,C,77,0.815,0.205,247.0,0.0,2.0,0.0,6.0,544.0,0.0,2.0,52.0,31.09,34.5443,-102.33299,63018.0
35901,DIMMITT ISD,35901041.0,DIMMITT MIDDLE,REGION 16: AMARILLO,CASTRO,Middle School,06 - 08,No,Rural,270,F,59,0.885,0.319,239.0,0.0,0.0,4.0,2.0,504.0,0.0,0.0,30.0,21.78,34.54968,-102.32219,63018.0
35901,DIMMITT ISD,35901102.0,RICHARDSON EL,REGION 16: AMARILLO,CASTRO,Elementary,PK - 05,No,Rural,523,F,54,0.86,0.264,450.0,0.0,0.0,6.0,4.0,958.0,0.0,0.0,80.0,34.76,34.54767,-102.32101,63018.0
35902,HART ISD,35902001.0,HART ISD,REGION 16: AMARILLO,CASTRO,Elem/Secondary,PK - 12,No,,207,B,89,0.836,0.251,155.0,18.0,0.0,0.0,0.0,384.0,0.0,2.0,28.0,17.82,,,
35903,NAZARETH ISD,35903001.0,NAZARETH SCHOOL,REGION 16: AMARILLO,CASTRO,Elem/Secondary,PK - 12,No,Rural,249,A,98,0.209,0.004,36.0,16.0,4.0,0.0,4.0,44.0,0.0,12.0,436.0,23.65,34.54281,-102.10061,72679.0
36901,ANAHUAC ISD,36901001.0,ANAHUAC H S,REGION 04: HOUSTON,CHAMBERS,High School,09 - 12,No,Rural,454,B,84,0.584,0.048,226.0,39.0,4.0,20.0,70.0,338.0,0.0,34.0,442.0,29.22,29.7219,-94.5768,62113.0
36901,ANAHUAC ISD,36901041.0,ANAHUAC MIDDLE,REGION 04: HOUSTON,CHAMBERS,Middle School,06 - 08,No,Rural,326,C,78,0.613,0.049,176.0,24.0,0.0,10.0,76.0,220.0,0.0,30.0,316.0,24.23,29.7219,-94.5768,62113.0
36901,ANAHUAC ISD,36901101.0,ANAHUAC EL,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - 05,No,Rural,707,D,67,0.638,0.11,414.0,41.0,0.0,26.0,134.0,488.0,0.0,104.0,674.0,49.56,29.78045,-94.67042,66900.0
36902,BARBERS HILL ISD,36902001.0,BARBERS HILL H S,REGION 04: HOUSTON,CHAMBERS,High School,09 - 12,No,Rural,1970,A,90,0.239,0.028,,,18.0,58.0,148.0,1130.0,0.0,114.0,2476.0,139.63,29.8363,-94.8502,120370.0
36902,BARBERS HILL ISD,36902005.0,ALTERNATIVE SCHOOL,REGION 04: HOUSTON,CHAMBERS,High School,07 - 12,No,Urban,30,Not Rated,.,0.5,0.033,,,0.0,0.0,4.0,30.0,0.0,2.0,24.0,4.0,29.3301,-98.5432,
36902,BARBERS HILL ISD,36902005.0,ALTERNATIVE SCHOOL,REGION 04: HOUSTON,CHAMBERS,High School,07 - 12,No,Rural,30,Not Rated,.,0.5,0.033,,,0.0,0.0,4.0,30.0,0.0,2.0,24.0,4.0,29.15139,-98.16478,
36902,BARBERS HILL ISD,36902042.0,BARBERS HILL MIDDLE NORTH,REGION 04: HOUSTON,CHAMBERS,Middle School,07 - 08,No,,525,A,92,0.259,0.03,,,6.0,20.0,36.0,252.0,0.0,36.0,700.0,41.24,,,
36902,BARBERS HILL ISD,36902043.0,BARBERS HILL MIDDLE SOUTH,REGION 04: HOUSTON,CHAMBERS,Middle School,07 - 08,No,,636,A,92,0.319,0.061,,,2.0,16.0,66.0,434.0,0.0,26.0,728.0,43.95,,,
36902,BARBERS HILL ISD,36902044.0,BARBERS HILL INT NORTH,REGION 04: HOUSTON,CHAMBERS,Elementary,04 - 06,No,,759,A,90,0.25,0.013,,,8.0,24.0,70.0,344.0,2.0,70.0,1004.0,59.94,,,
36902,BARBERS HILL ISD,36902045.0,BARBERS HILL INT SOUTH,REGION 04: HOUSTON,CHAMBERS,Elementary,04 - 06,No,,872,A,90,0.317,0.096,,,4.0,14.0,80.0,552.0,0.0,42.0,1052.0,63.86,,,
36902,BARBERS HILL ISD,36902104.0,BARBERS HILL EL NORTH,REGION 04: HOUSTON,CHAMBERS,Elementary,01 - 03,No,,855,A,94,0.304,0.016,232.0,28.0,2.0,44.0,76.0,398.0,4.0,82.0,1106.0,69.18,,,
36902,BARBERS HILL ISD,36902105.0,BARBERS HILL EL SOUTH,REGION 04: HOUSTON,CHAMBERS,Elementary,01 - 03,No,,883,A,92,0.368,0.093,291.0,34.0,2.0,26.0,96.0,628.0,0.0,68.0,946.0,64.99,,,
36902,BARBERS HILL ISD,36902302.0,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,Rural,788,A,92,0.363,0.076,263.0,24.0,6.0,24.0,58.0,498.0,0.0,44.0,978.0,59.0,28.7137,-100.487,
36902,BARBERS HILL ISD,36902302.0,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,Rural,788,A,92,0.363,0.076,263.0,24.0,6.0,24.0,58.0,498.0,0.0,44.0,978.0,59.0,32.31886,-96.63515,
36902,BARBERS HILL ISD,36902302.0,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,Urban,788,A,92,0.363,0.076,263.0,24.0,6.0,24.0,58.0,498.0,0.0,44.0,978.0,59.0,27.64964,-97.29437,
36902,BARBERS HILL ISD,36902302.0,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,Rural,788,A,92,0.363,0.076,263.0,24.0,6.0,24.0,58.0,498.0,0.0,44.0,978.0,59.0,32.51036,-95.40228,
36902,BARBERS HILL ISD,36902302.0,EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,Urban,788,A,92,0.363,0.076,263.0,24.0,6.0,24.0,58.0,498.0,0.0,44.0,978.0,59.0,26.21065,-98.24101,
36903,EAST CHAMBERS ISD,36903001.0,EAST CHAMBERS H S,REGION 05: BEAUMONT,CHAMBERS,High School,09 - 12,No,Rural,451,B,84,0.588,0.16,250.0,15.0,0.0,4.0,72.0,414.0,0.0,30.0,382.0,35.41,29.80595,-94.38983,66550.0
36903,EAST CHAMBERS ISD,36903041.0,EAST CHAMBERS J H,REGION 05: BEAUMONT,CHAMBERS,Middle School,06 - 08,No,Rural,357,B,81,0.613,0.331,202.0,17.0,0.0,6.0,52.0,360.0,0.0,24.0,272.0,22.2,29.78677,-94.38281,66550.0
36903,EAST CHAMBERS ISD,36903101.0,EAST CHAMBERS EL,REGION 05: BEAUMONT,CHAMBERS,Elementary,03 - 05,No,,336,B,85,0.637,0.333,207.0,7.0,2.0,2.0,58.0,316.0,2.0,16.0,276.0,26.82,,,
36903,EAST CHAMBERS ISD,36903103.0,EAST CHAMBERS PRI,REGION 05: BEAUMONT,CHAMBERS,Elementary,EE - 02,No,,410,B,85,0.702,0.278,280.0,9.0,0.0,4.0,46.0,356.0,0.0,46.0,372.0,31.66,,,
37901,ALTO ISD,37901001.0,ALTO H S,REGION 07: KILGORE,CHEROKEE,High School,09 - 12,No,Rural,161,B,86,0.776,0.149,123.0,2.0,0.0,4.0,68.0,112.0,0.0,16.0,122.0,18.59,31.6405,-95.0746,42352.0
37901,ALTO ISD,37901041.0,ALTO MIDDLE,REGION 07: KILGORE,CHEROKEE,Middle School,05 - 08,No,Rural,167,A,91,0.832,0.246,136.0,3.0,0.0,2.0,90.0,126.0,0.0,40.0,76.0,16.61,31.6405,-95.0746,42352.0
37901,ALTO ISD,37901101.0,ALTO EL,REGION 07: KILGORE,CHEROKEE,Elementary,PK - 04,No,Rural,208,C,76,0.74,0.216,147.0,7.0,0.0,0.0,74.0,146.0,0.0,30.0,166.0,18.45,31.6405,-95.0746,42352.0
37904,JACKSONVILLE ISD,37904002.0,JACKSONVILLE H S,REGION 07: KILGORE,CHEROKEE,High School,09 - 12,No,Rural,1330,C,79,0.777,0.22,984.0,50.0,6.0,18.0,388.0,1530.0,2.0,80.0,638.0,85.75,31.95386,-95.25281,51731.0
37904,JACKSONVILLE ISD,37904004.0,COMPASS CENTER,REGION 07: KILGORE,CHEROKEE,Elem/Secondary,05 - 12,No,Rural,17,Not Rated,.,1.0,0.235,17.0,0.0,0.0,0.0,14.0,12.0,0.0,4.0,4.0,4.59,31.97875,-95.25353,38381.0
37904,JACKSONVILLE ISD,37904042.0,JACKSONVILLE MIDDLE,REGION 07: KILGORE,CHEROKEE,Middle School,07 - 08,No,Rural,711,D,69,0.79,0.363,542.0,20.0,0.0,8.0,218.0,746.0,0.0,60.0,390.0,59.14,31.97757,-95.25678,38381.0
37904,JACKSONVILLE ISD,37904043.0,NICHOLS INT,REGION 07: KILGORE,CHEROKEE,Middle School,05 - 06,No,,666,F,59,0.817,0.429,527.0,17.0,0.0,6.0,160.0,764.0,0.0,40.0,362.0,60.9,,,
37904,JACKSONVILLE ISD,37904102.0,EAST SIDE EL,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,Rural,615,B,81,0.769,0.242,454.0,19.0,8.0,10.0,186.0,506.0,2.0,74.0,444.0,39.87,30.87716,-96.58479,71286.0
37904,JACKSONVILLE ISD,37904102.0,EAST SIDE EL,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,Rural,615,B,81,0.769,0.242,454.0,19.0,8.0,10.0,186.0,506.0,2.0,74.0,444.0,39.87,29.37474,-100.89709,41853.0
37904,JACKSONVILLE ISD,37904103.0,FRED DOUGLASS,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,Rural,617,B,80,0.877,0.489,519.0,25.0,36.0,8.0,190.0,682.0,0.0,22.0,308.0,39.25,31.97736,-95.25736,38381.0
37904,JACKSONVILLE ISD,37904104.0,WEST SIDE EL,REGION 07: KILGORE,CHEROKEE,Elementary,PK - 04,No,,404,C,73,0.958,0.361,371.0,16.0,2.0,0.0,134.0,452.0,0.0,42.0,178.0,26.32,,,
37904,JACKSONVILLE ISD,37904105.0,JOE WRIGHT EL,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,,542,D,69,0.902,0.406,461.0,28.0,2.0,4.0,248.0,572.0,0.0,24.0,234.0,37.25,,,
37907,RUSK ISD,37907002.0,RUSK H S,REGION 07: KILGORE,CHEROKEE,High School,09 - 12,No,Rural,610,C,76,0.639,0.051,335.0,55.0,0.0,6.0,152.0,240.0,0.0,56.0,766.0,45.92,31.79704,-95.14911,72793.0
37907,RUSK ISD,37907041.0,RUSK J H,REGION 07: KILGORE,CHEROKEE,Middle School,06 - 08,No,Rural,478,B,89,0.646,0.092,265.0,44.0,4.0,2.0,102.0,196.0,0.0,56.0,596.0,35.88,31.79704,-95.14911,72793.0
37907,RUSK ISD,37907100.0,RUSK INT,REGION 07: KILGORE,CHEROKEE,Elementary,04 - 05,No,,303,C,75,0.677,0.089,179.0,26.0,2.0,2.0,56.0,94.0,0.0,40.0,412.0,25.1,,,
37907,RUSK ISD,37907102.0,RUSK EL,REGION 07: KILGORE,CHEROKEE,Elementary,02 - 03,No,Urban,288,B,81,0.74,0.118,191.0,22.0,2.0,2.0,68.0,130.0,0.0,24.0,350.0,25.23,31.80911,-106.45456,
37907,RUSK ISD,37907102.0,RUSK EL,REGION 07: KILGORE,CHEROKEE,Elementary,02 - 03,No,Urban,288,B,81,0.74,0.118,191.0,22.0,2.0,2.0,68.0,130.0,0.0,24.0,350.0,25.23,29.75298,-95.34513,
37907,RUSK ISD,37907103.0,GW BRADFORD PRI,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 01,No,,375,B,81,0.779,0.077,266.0,27.0,0.0,0.0,112.0,122.0,0.0,56.0,462.0,22.99,,,
37908,NEW SUMMERFIELD ISD,37908001.0,NEW SUMMERFIELD SCHOOL,REGION 07: KILGORE,CHEROKEE,Elem/Secondary,PK - 12,No,Rural,515,B,87,0.814,0.509,386.0,33.0,2.0,4.0,20.0,882.0,0.0,0.0,122.0,46.0,32.035,-95.0755,78171.0
37909,WELLS ISD,37909001.0,WELLS SCHOOL,REGION 07: KILGORE,CHEROKEE,Elem/Secondary,PK - 12,No,,259,A,91,0.664,0.046,162.0,10.0,0.0,0.0,48.0,54.0,0.0,40.0,376.0,22.42,,,
38901,CHILDRESS ISD,38901001.0,CHILDRESS H S,REGION 16: AMARILLO,CHILDRESS,High School,09 - 12,No,Rural,303,B,80,0.535,0.03,126.0,36.0,0.0,4.0,28.0,216.0,2.0,12.0,344.0,33.64,34.43315,-100.21014,51750.0
38901,CHILDRESS ISD,38901041.0,CHILDRESS J H,REGION 16: AMARILLO,CHILDRESS,Middle School,06 - 08,No,Rural,251,B,81,0.55,0.04,121.0,17.0,4.0,12.0,24.0,196.0,0.0,10.0,256.0,20.3,34.42776,-100.20485,51750.0
38901,CHILDRESS ISD,38901102.0,CHILDRESS EL,REGION 16: AMARILLO,CHILDRESS,Elementary,EE - 05,No,Rural,451,C,77,0.718,0.027,288.0,36.0,2.0,16.0,30.0,354.0,0.0,54.0,446.0,33.5,34.41843,-100.20712,51750.0
39902,HENRIETTA ISD,39902001.0,HENRIETTA H S,REGION 09: WICHITA FALLS,CLAY,High School,09 - 12,No,Rural,287,A,94,0.359,0.003,87.0,16.0,2.0,2.0,0.0,62.0,0.0,18.0,490.0,29.94,33.81944,-98.17703,61138.0
39902,HENRIETTA ISD,39902041.0,HENRIETTA MIDDLE,REGION 09: WICHITA FALLS,CLAY,Middle School,06 - 08,No,,226,C,76,0.478,0.004,95.0,13.0,4.0,2.0,2.0,50.0,0.0,14.0,380.0,20.06,,,
39902,HENRIETTA ISD,39902101.0,HENRIETTA EL,REGION 09: WICHITA FALLS,CLAY,Elementary,EE - 05,No,Rural,476,C,70,0.54,0.019,225.0,32.0,10.0,6.0,8.0,104.0,0.0,30.0,804.0,36.34,33.81924,-98.17759,61138.0
39903,PETROLIA CISD,39903001.0,PETROLIA JUNIOR HIGH/HIGH SCHOOL,REGION 09: WICHITA FALLS,CLAY,High School,07 - 12,No,,206,C,79,0.597,0.01,101.0,22.0,4.0,0.0,0.0,42.0,0.0,22.0,344.0,21.07,,,
39903,PETROLIA CISD,39903101.0,PETROLIA EL,REGION 09: WICHITA FALLS,CLAY,Elementary,PK - 06,No,Rural,262,F,59,0.676,0.008,160.0,19.0,10.0,0.0,12.0,52.0,0.0,34.0,426.0,20.82,34.01048,-98.22736,85559.0
39904,BELLEVUE ISD,39904001.0,BELLEVUE SCHOOL,REGION 09: WICHITA FALLS,CLAY,Elem/Secondary,PK - 12,No,Rural,166,A,90,0.506,0.012,72.0,12.0,4.0,0.0,0.0,14.0,0.0,4.0,312.0,16.09,33.63136,-98.0172,77619.0
39905,MIDWAY ISD,39905001.0,MIDWAY SCHOOL,REGION 09: WICHITA FALLS,CLAY,Elem/Secondary,EE - 12,No,Rural,131,C,74,0.55,0.031,58.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,244.0,16.73,33.63735,-98.19988,77619.0
40901,MORTON ISD,40901001.0,MORTON SCHOOL,REGION 17: LUBBOCK,COCHRAN,Elem/Secondary,PK - 12,No,,353,D,66,0.827,0.238,284.0,8.0,0.0,0.0,6.0,624.0,0.0,4.0,72.0,33.32,,,
40902,WHITEFACE CISD,40902001.0,WHITEFACE SCHOOL,REGION 17: LUBBOCK,COCHRAN,Elem/Secondary,PK - 12,No,,329,C,79,0.553,0.097,172.0,10.0,8.0,0.0,0.0,352.0,0.0,16.0,282.0,35.54,,,
41901,BRONTE ISD,41901001.0,BRONTE ISD,REGION 15: SAN ANGELO,COKE,Elem/Secondary,EE - 12,No,,234,A,92,0.521,0.021,92.0,30.0,0.0,0.0,0.0,94.0,0.0,6.0,370.0,28.43,,,
41902,ROBERT LEE ISD,41902001.0,ROBERT LEE SCHOOL,REGION 15: SAN ANGELO,COKE,Elem/Secondary,PK - 12,No,,270,A,91,0.622,0.03,159.0,9.0,4.0,0.0,2.0,230.0,0.0,6.0,300.0,24.37,,,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.3913,-100.40033,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.3912,-100.403,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.3912,-100.403,
41902,ROBERT LEE ISD,41902005.0,FAIRVIEW DAEP,REGION 15: SAN ANGELO,COKE,Middle School,07 - 07,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902102.0,VERIBEST SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,Elementary,EE - EE,No,Rural,1,Not Rated,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,31.61044,-99.96374,59716.0
41902,ROBERT LEE ISD,41902180.0,WALL SP PROG,REGION 15: SAN ANGELO,COKE,Middle School,05 - 08,No,Rural,2,Not Rated,.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,31.3685,-100.236,84125.0
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Urban,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.43696,-100.44777,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.4844,-99.9411,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.39121,-100.40035,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.47655,-100.25265,
41902,ROBERT LEE ISD,41902195.0,FAIRVIEW SPECIAL PROGRAMS,REGION 15: SAN ANGELO,COKE,High School,11 - 11,No,Rural,1,Not Rated,.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,31.66893,-100.71999,
42901,COLEMAN ISD,42901001.0,COLEMAN H S,REGION 15: SAN ANGELO,COLEMAN,High School,09 - 12,No,Rural,202,B,83,0.421,0.01,77.0,8.0,2.0,4.0,8.0,100.0,0.0,22.0,270.0,27.75,31.81191,-99.42407,50142.0
42901,COLEMAN ISD,42901041.0,COLEMAN J H,REGION 15: SAN ANGELO,COLEMAN,Middle School,05 - 08,No,Rural,252,B,81,0.556,0.036,132.0,8.0,2.0,6.0,10.0,146.0,0.0,20.0,320.0,19.15,31.81188,-99.42505,50142.0
42901,COLEMAN ISD,42901102.0,COLEMAN EL,REGION 15: SAN ANGELO,COLEMAN,Elementary,PK - 04,No,Rural,339,D,68,0.693,0.012,219.0,16.0,2.0,8.0,16.0,178.0,0.0,16.0,458.0,23.49,32.33865,-97.39673,
42901,COLEMAN ISD,42901102.0,COLEMAN EL,REGION 15: SAN ANGELO,COLEMAN,Elementary,PK - 04,No,Rural,339,D,68,0.693,0.012,219.0,16.0,2.0,8.0,16.0,178.0,0.0,16.0,458.0,23.49,31.81188,-99.42506,
42903,SANTA ANNA ISD,42903001.0,SANTA ANNA SECONDARY,REGION 15: SAN ANGELO,COLEMAN,High School,07 - 12,No,Rural,115,A,92,1.0,0.009,115.0,0.0,4.0,0.0,12.0,48.0,0.0,8.0,158.0,14.05,31.73724,-99.32364,57652.0
42903,SANTA ANNA ISD,42903101.0,SANTA ANNA EL,REGION 15: SAN ANGELO,COLEMAN,Elementary,PK - 06,No,Rural,155,D,69,0.994,0.0,154.0,0.0,0.0,0.0,20.0,80.0,0.0,14.0,196.0,10.68,31.73724,-99.32364,57652.0
42905,PANTHER CREEK CISD,42905001.0,PANTHER CREEK SCHOOL,REGION 15: SAN ANGELO,COLEMAN,Elem/Secondary,PK - 12,No,,144,B,82,0.681,0.007,81.0,18.0,0.0,0.0,4.0,50.0,0.0,10.0,226.0,20.71,,,
43801,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,43801001.0,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,REGION 10: RICHARDSON,COLLIN,Elem/Secondary,KG - 12,Yes,,1399,A,98,0.024,0.144,34.0,0.0,10.0,1316.0,412.0,344.0,2.0,136.0,578.0,74.12,,,
